Inverse-Dynamic-MSE,Valid-InvDyn-MSE,State-Pred-Expt-MSE,State-Pred-Real-MSE,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Test Pred_Real_MSE,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.013989039,0.020922875,0.004872157,1893.6217,9.30766305882622,0.1457549494194067,9.359991155139133,8.284226276977988,541.38224522164,340.0159888804536,2140.1095641428274,82.12369971060963,-0.0077338372,0.25178596,0.8698595,-0.93118393,58.165217391304346,36.357069069570954,229,9,10,69.01935996457811,3.854509463367112,4.126279621931023,9.35070813499197,-41.431473853110575,3854.5094633671156,515.2954774300158,4528.195289655603,2808.438468620372,-0.10324292,0.81862706,0.99999887,-0.99999744,1000.0,0.0,1000,1000,541.38224522164,10,10000,15,35.961134631652385,0,50.66363236447796,86.62476699613035,127.23289075633511,0
0.03041387,0.060310595,0.00036590494,3313.1455,9.307739596910181,0.12800318935940774,9.359908042323353,8.45275989977545,633.9393798929574,405.14480806336366,1782.4777796203166,72.6774840774437,0.0019986122,0.4892831,0.9684456,-0.991444,68.10884353741497,43.366203533012616,191,8,10,69.62023793227202,4.032294997897541,4.420591927058628,9.348599146189134,-40.950869605143836,4032.294997897539,659.9503311169871,4862.565300937627,2513.63715250933,0.24426953,0.88012815,1.0,-0.99999994,1000.0,0.0,1000,1000,633.9393798929574,20,20000,25,37.03567584604025,40.625956806819886,48.09654477564618,125.75817742850631,246.87257132027298,1
0.008414997,0.044027988,6.688989e-05,4157.2246,9.296760961650325,0.1452486099265589,9.359924598995628,8.46787453386533,433.56712484787425,887.3591273393065,9339.931160363229,63.04606718912332,0.013136994,0.43508333,0.9565744,-0.99083006,46.63636363636363,94.98488743403401,1000,7,10,118.39761523875107,4.078424301783477,4.659272041711034,9.358295594943257,-56.55941932502656,4078.4243017834756,703.1577574102054,4945.868929651361,2993.5972715040657,0.15452583,0.9247289,1.0,-1.0,1000.0,0.0,1000,1000,433.56712484787425,30,30000,35,39.911614624317735,34.50451346999034,48.438641037326306,122.85476913163438,375.23247860977426,2
0.019790553,0.0377619,0.00012913499,4550.715,9.256450280452576,0.18475082714103966,9.359966592475539,8.479253609631991,232.293929810956,120.78716998953647,811.0463204128293,72.30441092134872,0.018944448,0.48067603,0.96447223,-0.99215883,25.095357590966124,12.92186502649557,87,8,10,230.88703802457874,4.44926876516287,4.290113789487599,9.357864018393993,-48.5738753750514,4449.26876516287,653.6583116049458,5188.424647666326,3157.37147498242,0.09306268,0.9064855,0.99999994,-0.99999976,1000.0,0.0,1000,1000,232.293929810956,40,40000,45,40.020145242102444,40.011937386821955,50.665409253910184,130.69749188283458,503.55978824431077,3
0.02939359,0.035805613,5.736053e-06,5884.8423,9.308887493179617,0.12891119065939402,9.359999710626493,8.423710760821784,439.5375651260753,371.5325321331922,1569.932292258175,90.82366391816454,-0.008563066,0.34147623,0.95567006,-0.9817211,47.216981132075475,39.71704275529661,168,10,10,171.04097151896318,3.692188473652004,4.583335441192076,9.359786102087256,-68.59948952078881,3692.188473652004,553.5045908313438,4746.621643782932,2816.8249154685745,0.03075779,0.86300206,0.99999994,-0.99999994,1000.0,0.0,1000,1000,439.5375651260753,50,50000,55,38.669536211993545,37.63037540903315,44.46331403683871,120.7632256578654,622.4395956522785,4
0.0419325,0.04566279,3.1765434e-05,4936.0117,9.324491383601247,0.11899077736694078,9.35999978297362,8.383444967969195,732.941589383935,647.0296245627038,2252.489673877278,72.05515530413447,0.03167074,0.28287047,0.9958496,-0.9557627,78.60392156862746,69.15356585813785,241,8,10,101.87241217326466,3.619849276333593,4.724014184180283,9.357589836197484,-55.37573919937494,3619.8492763335953,616.8834252793224,4300.203953014633,1962.632320566549,0.17990342,0.8307809,0.99999994,-0.99999994,1000.0,0.0,1000,1000,732.941589383935,60,60000,65,40.30358768813312,35.76126769185066,46.09022262599319,122.15507800597697,747.2992041832767,5
0.021639794,0.044141833,2.9627216e-05,5140.749,9.269066856315654,0.18260801365723114,9.359988881451828,8.488819444134595,248.93354316934713,157.1596274430937,876.3798130979951,81.40314982571262,0.009975145,0.29949564,0.94500875,-0.9679224,26.856375838926173,16.80362825213431,94,9,10,281.07215827187906,3.8978945707594765,4.417192133362417,9.357108389819135,-55.96437545358017,3897.894570759478,392.1904888694073,4578.459440313737,3063.280328575813,0.116065405,0.8532687,1.0,-0.9999996,1000.0,0.0,1000,1000,248.93354316934713,70,70000,75,46.549434198997915,38.467949762009084,44.46054941415787,129.47793337516487,865.8520883950405,6
0.04605584,0.038653877,1.2527291e-05,4999.1934,9.356354751640655,0.03929545712713032,9.359999827918909,8.496219508559138,4253.073431669698,4484.801658120994,9359.859214429367,82.1079012285657,0.0016614094,0.07918875,0.9948062,-0.8890397,454.5652173913044,479.01033174724415,1000,9,10,8.863717259868006,4.2275805364164825,4.139569058068304,9.353712550079601,-32.186839202871695,4227.580536416483,486.971392579388,4877.953404499381,3290.762905452013,0.074322194,0.8670783,1.0,-0.9999999,1000.0,0.0,1000,1000,4253.073431669698,80,80000,85,33.26045832596719,27.529033408034593,35.3890883512795,96.17858008528128,964.1958419708535,7
0.05339103,0.038008,7.48538e-05,4901.9453,9.307897456498301,0.14956443695043706,9.359972532109238,8.481855338041473,446.08877929672354,298.9116435515796,1120.33833767971,82.02051576522656,0.0048143202,0.16592324,0.89860886,-0.9370402,47.92583732057416,31.94413113939785,120,9,10,187.44934892085885,4.215073016128965,4.239608673313935,9.356299731328052,-50.48373346823192,4215.073016128964,227.39849227140172,4605.407941659477,3799.986813637179,-0.0150494445,0.8872844,1.0,-0.9999999,1000.0,0.0,1000,1000,446.08877929672354,90,90000,95,34.32927952893078,29.694207039661705,35.49898146186024,99.52246803045273,1061.7000180748291,8
0.027673116,0.040706623,5.226887e-05,3323.5825,9.33653783559623,0.0899282811286441,9.359999988677984,8.517974523450762,1132.2108215299695,943.3838403811296,9356.81879087729,90.81967239060143,0.026047967,0.23436758,0.99477434,-0.9175339,121.26666666666667,100.80290600268357,1000,10,10,34.71496548168269,4.550169223958229,4.255315817362873,9.357911402775107,-50.20559805493617,4550.169223958231,477.7590827156284,5307.608742601209,3594.775099094923,0.19201474,0.88410026,1.0,-0.9999999,1000.0,0.0,1000,1000,1132.2108215299695,100,100000,105,35.139574175234884,27.688785014674067,36.72958479449153,99.55794398440048,1161.4232629556209,9
