Disc CE Loss,Disc Acc,Grad Pen,Grad Pen W,Disc Rew Mean,Disc Rew Std,Disc Rew Max,Disc Rew Min,Reward Scale,QF1 Loss,QF2 Loss,Alpha Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,Alpha Mean,Alpha Std,Alpha Max,Alpha Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.6945862,0.48242188,0.83048785,8.0,-3.725559,0.8558013,-1.5755081,-5.798622,2.0,1.2543588,1.2490592,-8.801353,0.12705426,0.0025708962,0.0037385232,0.010428457,-0.008938293,-0.0006796421,0.0033407174,0.008750619,-0.009827826,0.19994000899920975,0.0,0.19994000899920975,0.19994000899920975,0.5314121,0.5313091,2.2281523,-0.684957,1.3706248e-05,0.0020680488,0.005771584,-0.0068502543,0.0005114351,0.0034237579,0.009896512,-0.009204013,1.8486459842377698,0.6875197168605925,3.0667094532954655,0.8947957637525287,265.28069873812,4.514615479683752,275.70850898631295,255.79625358200698,0.65874344,0.2887942,0.96360236,-0.79113007,143.5,3.681032463861192,152,136,100,1.0372234802568945,0.7504827911085616,12.884341100867694,-6.255554278912266,1037.2234802568944,197.43477645684027,1322.6999833479929,312.1113191757228,0.11290583,0.5783449,0.99995244,-0.99949396,1000.0,0.0,1000,1000,265.28069873812,96,100000,100,179.49959667184157,0,160.83011064428138,340.32970731612295,363.158386372088,0
0.03555144,0.99609375,0.00038275102,8.0,-3.6736455,0.9105578,-1.1873106,-5.603928,2.0,5.249879,5.271953,0.23306452,212.73056,-209.253,25.35113,-130.66594,-288.51694,-209.35902,25.356865,-131.15509,-288.7592,0.15584411582647184,0.0,0.15584411582647184,0.15584411582647184,6.125374,2.3093967,12.92333,-0.027779102,0.20195632,0.7145645,2.508566,-1.7588636,-1.1498069,0.29409483,-0.44487944,-2.0261354,1.652393989598303,0.8464250954876652,3.373251995211114,0.10501972181046634,420.6074776814212,65.98897602233176,603.6084980929875,159.68100479727883,0.44904736,0.3793006,0.92952555,-0.7857254,254.54430379746836,43.75183105560079,420,208,100,1.2929066963937492,0.604749796017376,5.1163911423681325,-1.389976730154608,1292.9066963937494,100.25500093353605,1502.3429636645278,799.0557040793445,0.17440219,0.52650726,0.9991823,-0.9996517,1000.0,0.0,1000,1000,420.6074776814212,196,200000,200,184.93376518774312,22.999264962039888,158.3969822859508,366.3300124357338,728.6894094247837,1
0.045802347,0.98828125,0.0008363907,8.0,-3.54943,0.7378059,-1.4758546,-5.777137,2.0,4.3604712,9.534939,-0.15287305,429.68875,-430.203,41.696865,-334.20056,-517.1336,-432.2138,42.065002,-335.964,-522.11774,0.18981216044139607,0.0,0.18981216044139607,0.18981216044139607,5.907996,2.4759388,12.345396,-3.5598323,0.21758999,0.65166605,1.6654776,-2.7351685,-1.1581085,0.3319058,-0.3165471,-2.1637163,2.0745841894301593,0.831150497918716,3.9292206397733143,0.9946807962903246,372.2952466371141,4.378874135026072,384.9103299150575,362.5444456937249,0.4254065,0.37183043,0.9610462,-0.75170135,179.45535714285714,3.512448252941506,190,172,100,1.2523544237107822,0.5968607886784063,5.654166433442988,-1.2451602503837003,1252.354423710782,141.00860678445085,1478.150264395874,794.2560241849006,0.15893617,0.5022501,0.9997156,-0.99910975,1000.0,0.0,1000,1000,372.2952466371141,296,300000,300,184.98065561871044,22.091341193008702,158.531268551189,365.60326536290813,1094.8246498266235,2
0.042719685,0.9921875,0.0007968647,8.0,-3.740327,0.7855677,-1.2572519,-5.5736146,2.0,3.0450716,2.8814085,-0.4229194,584.8334,-583.6797,37.246063,-478.42575,-697.54486,-583.6141,37.311516,-478.3736,-693.74554,0.23455083866185172,0.0,0.23455083866185172,0.23455083866185172,5.7082753,2.012626,10.094278,-1.5896833,0.12846488,0.61856526,1.8336345,-1.937641,-1.2035547,0.33464333,-0.3843921,-2.2251248,2.1955012852929605,0.7944654861771842,3.8665634018542048,0.9473445813045109,326.1051242421811,4.915886649993927,336.40663025306844,313.5082120959581,0.4337886,0.38568836,0.93309325,-0.88242674,148.53333333333333,3.128838383430763,156,141,100,1.2094508830594626,0.6254552639921358,4.283542961087814,-1.8083981694746347,1209.4508830594627,154.32465987332137,1340.7693790751055,759.7990122043748,0.13531941,0.4816813,0.99823487,-0.9955464,1000.0,0.0,1000,1000,326.1051242421811,396,400000,400,184.3975185858435,22.766451909963507,163.92069406149676,371.08466455730377,1469.9347207740648,3
0.038155288,0.9980469,0.0006101452,8.0,-3.5791633,0.8217624,-0.8667181,-5.8561726,2.0,5.1085587,2.2866921,-0.31304634,688.90234,-684.1885,34.93395,-571.5469,-729.32086,-686.91516,35.169254,-574.2436,-732.1386,0.2217528337945773,0.0,0.2217528337945773,0.2217528337945773,5.7921157,1.9096981,11.382135,0.18299896,0.16373815,0.49621516,1.7002094,-1.6633322,-1.2872611,0.39400947,-0.3904954,-2.4166112,2.129030401673548,0.8547798727592263,4.160966421808287,0.8966246761861439,461.97670436314183,12.779608636042191,487.5446534128733,432.0377906660462,0.45018977,0.4517998,0.9926084,-0.9650985,216.98924731182797,9.87828575922905,237,198,100,1.2718592638560653,0.6336751817151904,4.428756798841135,-1.2951929997110343,1271.8592638560656,138.86665369950916,1506.2103920532688,761.4939904635203,0.16459836,0.4751788,0.99981743,-0.99962515,1000.0,0.0,1000,1000,461.97670436314183,496,500000,500,187.074544476578,26.667816333996598,171.7883601243375,385.5307209349121,1851.2380566479987,4
0.03419497,0.9980469,0.0004065626,8.0,-3.778284,0.79050916,-1.8491547,-6.204152,2.0,6.16022,5.369217,-0.3180142,760.8791,-762.93445,42.768425,-631.40515,-875.66254,-762.8435,43.013706,-630.3825,-879.50665,0.22387146560910723,0.0,0.22387146560910723,0.22387146560910723,5.787467,2.0274236,11.238632,0.3440143,0.23021065,0.594232,2.0533803,-1.8969071,-1.2249135,0.32998294,-0.3427583,-2.1317062,1.998446921303083,0.733585879797194,3.752560113948931,0.9413694316200051,422.9765499646431,16.907547944983598,461.41367304896346,396.00876011880695,0.4038771,0.44870308,0.986205,-0.9977326,211.65263157894736,11.523676698594924,245,194,100,1.3444493769694943,0.671184466829086,4.365240865317777,-0.7162176144032467,1344.4493769694946,65.45605986564333,1509.180488814744,832.2859349934583,0.1967527,0.48671204,0.9998632,-0.9999263,1000.0,0.0,1000,1000,422.9765499646431,596,600000,600,183.2006607853109,22.415586974006146,159.4264100921573,365.04265785147436,2215.9979128114064,5
0.03271852,0.99609375,0.00041198707,8.0,-3.826436,0.83465654,-1.094163,-6.35908,2.0,3.7868786,2.6063242,0.33239484,818.50507,-819.7893,59.96881,-670.32806,-958.0432,-818.8015,59.961933,-669.23663,-957.6773,0.1742433512846023,0.0,0.1742433512846023,0.1742433512846023,6.1902194,2.62998,13.780733,-2.2169547,0.21981375,0.65350413,2.60766,-2.9723208,-1.2038374,0.34150836,-0.23829141,-2.2476292,1.9510809291568312,0.7174734476503737,4.128557956721125,0.8210480157049808,361.5280699470973,12.123684184436526,407.2811155868009,344.42919333998975,0.45923793,0.41282952,0.9509797,-0.9835311,185.2962962962963,7.709132702406907,214,173,100,1.3514345383717512,0.6717335833657805,5.491829329835524,-1.8730749642625755,1351.4345383717518,112.97750281243957,1490.7709077074264,843.5555034579386,0.19822831,0.51595926,0.99989,-1.0,1000.0,0.0,1000,1000,361.5280699470973,696,700000,700,180.08987441915087,22.34496242896421,161.28659478080226,363.72143162891734,2580.6966058302787,6
0.037800416,0.9941406,0.00043386145,8.0,-4.014017,1.061992,-1.0108199,-7.0309143,2.0,4.9485197,4.94148,0.0061182454,844.7475,-842.7821,67.01712,-686.05896,-960.377,-841.93555,67.04588,-684.74994,-960.0347,0.22893528556371534,0.0,0.22893528556371534,0.22893528556371534,6.0041504,2.2538018,11.961124,-1.8399389,0.35877717,0.6894022,1.9537773,-1.9469308,-1.0366,0.33214608,-0.19313565,-2.3215618,2.3454041791837112,0.950311025968214,4.28795337952785,0.9557512463353061,500.5192322811196,9.946097557155046,523.7010768656758,479.95486826949065,0.3318612,0.4959713,0.96418536,-0.9970747,213.40425531914894,7.106064459672801,229,199,100,1.3212053769083147,0.6623220141598227,4.647158382808849,-0.4014475166017908,1321.205376908315,80.6552786649624,1480.2960058191873,870.0578491445187,0.16507328,0.5307811,0.9999428,-0.9999977,1000.0,0.0,1000,1000,500.5192322811196,796,800000,800,184.42409404111095,23.29786042997148,161.36977647838648,369.0917309494689,2949.731229507772,7
0.040484678,0.9902344,0.0005162349,8.0,-3.7670949,1.0427815,-0.7467386,-7.470765,2.0,5.3814716,7.387415,-0.10395773,902.339,-901.4316,112.283455,-706.2162,-1133.347,-903.1299,112.49863,-707.69336,-1134.8171,0.23302450344240638,0.0,0.23302450344240638,0.23302450344240638,5.928625,2.2370958,12.034388,-2.7255428,0.17309777,0.72413784,2.0062659,-2.6149337,-1.0673178,0.31295258,-0.33432114,-1.9953706,2.471505955885439,1.1797132571472249,5.6073898122930474,0.9032877402506293,763.9995257170174,45.17206894665728,825.5341958378315,693.1964944814209,0.31988537,0.56874144,0.9960184,-0.9982173,309.12307692307695,8.46078318307507,325,294,100,1.576530365289457,0.8864931328967645,7.0858362422748735,-1.5507771209390016,1576.5303652894568,277.8539008849593,2515.7702167592124,828.9236117631826,0.21015358,0.5331339,0.999986,-0.9999998,1000.0,0.0,1000,1000,763.9995257170174,896,900000,900,181.26203763205558,23.077940838993527,159.94483871175908,364.2848171828082,3314.5882289395086,8
0.035486784,0.99609375,0.0006951493,8.0,-3.8823724,0.946313,-1.4143139,-7.602029,2.0,7.1937094,8.182301,0.14347908,888.88116,-883.546,90.81353,-731.9073,-1163.2632,-883.55066,91.04038,-730.7496,-1163.9221,0.2530928904576147,0.0,0.2530928904576147,0.2530928904576147,6.104417,2.4416976,15.198671,-1.7371936,0.32295015,0.6975702,2.4365315,-2.519941,-1.0685619,0.3054371,-0.15510248,-1.929889,2.183363889180749,0.7802103319002088,4.6116760196172715,0.08573887176537834,383.60171347720376,37.869729879033926,477.57252216053183,326.2468728825604,0.46563554,0.46177086,0.9918756,-0.9833738,175.69298245614036,12.615868031676406,203,154,100,1.42370405752906,0.7346044388107118,5.90907654041424,-1.0214050801432961,1423.70405752906,121.76003505736564,1772.201190693617,851.2011437731389,0.23675929,0.5137102,0.9998196,-0.99999,1000.0,0.0,1000,1000,383.60171347720376,996,1000000,1000,180.76285804773215,23.629700776946265,156.23641142289853,360.62897024757694,3674.556391388236,9
