State-Pred-Expt-MSE,State-Pred-Real-MSE,Inverse-Dynamic-MSE,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Test Pred_Real_MSE,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.0015501645,95.612076,0.046320852,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.5820015e-05,0.057288,0.94777775,-0.93291897,1000.0,0.0,1000,1000,10,0.00019740787044173866,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.049976762,0.25120872,0.9970849,-0.9956227,1000.0,0.0,1000,1000,1000.0,10,10000,60,20.178343527019024,0,52.74565043998882,72.92399396700785,157.54344375513028,0
0.00025450165,82.69061,0.004049374,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.105837e-05,0.07351975,0.9840926,-0.9845441,1000.0,0.0,1000,1000,10,0.0009025238651474685,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.377907e-05,0.08030849,0.98878807,-0.9883679,1000.0,0.0,1000,1000,1000.0,20,20000,70,20.125066145905294,84.62255939806346,49.955386217916384,154.70301176188514,310.4476172339637,1
0.00011105003,0.00043080066,0.00030073733,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.9742775e-05,0.060521986,0.9638282,-0.95276326,1000.0,0.0,1000,1000,10,0.0008928052428026406,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.88031e-05,0.06733993,0.977205,-0.9753368,1000.0,0.0,1000,1000,1000.0,30,30000,80,20.35825396515429,82.86128120997455,49.936034829122946,153.15557000425179,464.70634718006477,2
8.398681e-05,0.00051926175,0.00010565549,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.8781446e-05,0.062913045,0.97118783,-0.97404975,1000.0,0.0,1000,1000,10,0.0010602711949354744,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.202194e-05,0.062626235,0.9701614,-0.9703957,1000.0,0.0,1000,1000,1000.0,40,40000,90,19.97616842505522,83.96830373397097,50.360220339964144,154.30469249899033,617.7221911627566,3
0.00014495134,0.00023123811,0.000112171256,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.6508255e-05,0.06574901,0.97852814,-0.9694631,1000.0,0.0,1000,1000,10,0.0010008506063777587,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.729981e-05,0.06479803,0.9756428,-0.964786,1000.0,0.0,1000,1000,1000.0,50,50000,100,20.31254168204032,82.67740335396957,49.45144433097448,152.44138936698437,772.5608544629067,4
0.00023147045,0.00041849876,2.0511026e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.16437e-05,0.069770165,0.9788295,-0.9827245,1000.0,0.0,1000,1000,10,0.0020231737547355337,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.2565876e-05,0.06801436,0.9756288,-0.96678233,1000.0,0.0,1000,1000,1000.0,60,60000,110,19.868763093603775,85.06959872005973,50.13632036210038,155.07468217576388,925.0318947375054,5
0.00032564,0.0020963217,2.5538744e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.8103654e-05,0.067692704,0.9705038,-0.97686374,1000.0,0.0,1000,1000,10,0.001235047493275483,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.193687e-05,0.07866033,0.9766555,-0.9868018,1000.0,0.0,1000,1000,1000.0,70,70000,120,19.769219298032112,82.47950999008026,48.737774415989406,150.98650370410178,1073.540815417422,6
0.00010405782,0.003944667,7.448276e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.295428e-05,0.067269385,0.9737384,-0.969841,1000.0,0.0,1000,1000,10,0.0009999697980370738,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-8.3703846e-05,0.07249878,0.9670708,-0.96178615,1000.0,0.0,1000,1000,1000.0,80,80000,130,18.64403003291227,79.99649823200889,46.07435414381325,144.7148824087344,1212.046839190065,7
0.0001549735,0.0009005021,2.1363407e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.942695e-05,0.069229215,0.9734066,-0.9707575,1000.0,0.0,1000,1000,10,0.001115888067291569,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.572631e-05,0.067795515,0.96940714,-0.9765987,1000.0,0.0,1000,1000,1000.0,90,90000,140,17.652515445137396,73.79042718396522,44.097394002368674,135.5403366314713,1346.6701964414679,8
0.00014493667,0.0006689207,0.00017105334,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.545679e-05,0.07085893,0.9759922,-0.979931,1000.0,0.0,1000,1000,10,0.0020918256442684466,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-9.0261994e-05,0.08528785,0.97289926,-0.9663731,1000.0,0.0,1000,1000,1000.0,100,100000,150,19.990029587061144,72.88449859304819,48.88362904917449,141.75815722928382,1497.677195227705,9
