Disc CE Loss,Disc Acc,Grad Pen,Grad Pen W,Disc Rew Mean,Disc Rew Std,Disc Rew Max,Disc Rew Min,Total Rew Mean,Total Rew Std,Total Rew Max,Total Rew Min,Reward Scale,QF1 Loss,QF2 Loss,VF Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Test Pred_Real_MSE,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.67867994,0.796875,0.72507286,4.0,-1.225374,0.32636395,-0.42708686,-1.72819,-1.225374,0.32636395,-0.42708686,-1.72819,2.0,0.988137,0.9832566,0.2730911,-0.69999963,0.003121268,0.001640513,0.005800687,0.00041799108,-0.00019688909,0.0006327425,0.0010857965,-0.0015900366,-0.0032440014,0.00074965856,-0.0016499084,-0.004827667,-0.7112256,0.1896302,-0.26962018,-0.91671544,-0.0009341766,0.00027372316,-0.00044293486,-0.0015320028,-0.0024532583,0.00020668222,-0.00200027,-0.0031460624,1.0,0.0,1.0,1.0,18.353211009174313,1.9448859690324645,23.0,15.0,-0.022907114,4.8514536e-05,-0.022775603,-0.023028972,18.353211009174313,1.9448859690324645,23,15,10,0.4356601984646781,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,0.014025681,0.604507,0.9970937,-0.9997125,1000.0,0.0,1000,1000,18.353211009174313,6,10000,10,26.60765121912118,0,40.52483889157884,67.13249011070002,129.4712710226886,0
0.35227394,0.9863281,0.0064408816,4.0,-1.486613,0.21505004,-0.35561308,-2.375914,-1.486613,0.21505004,-0.35561308,-2.375914,2.0,0.030328833,0.028979167,0.007499455,4.3445354,-5.0742636,1.4989153,-2.3154488,-7.4401193,-5.0711374,1.4990664,-2.297406,-7.4329205,-4.3904037,1.4964516,-1.6702691,-6.7488565,-0.68741554,0.11713645,-0.4975288,-1.6416168,-0.022464152,0.0026417891,-0.017482566,-0.028098648,-0.14827792,0.0091785295,-0.13418052,-0.18003406,1.0,0.0,1.0,1.0,11.615563298490128,0.5309814415678465,13.0,11.0,-0.07292363,0.030149357,-0.02488402,-0.1270653,11.615563298490128,0.5309814415678465,13,11,10,1.4464110215874089,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.047289785,0.5802802,0.99703777,-0.9970627,1000.0,0.0,1000,1000,11.615563298490128,16,20000,20,42.25988431007136,62.36050820397213,39.73075372213498,144.35114623617847,274.1304433719488,1
0.26343438,0.9941406,0.002251761,4.0,-1.5118144,0.22474173,-0.3578576,-3.3617716,-1.5118144,0.22474173,-0.3578576,-3.3617716,2.0,0.03053056,0.026503447,0.014992872,13.202439,-13.884,2.9375815,-9.5002985,-21.266764,-13.895667,2.9376523,-9.587025,-21.298935,-13.199163,2.8980317,-8.864824,-19.710587,-0.66743004,0.24307124,-0.08541036,-2.214829,-0.11350457,0.11378184,0.1367674,-0.34107822,-0.1883037,0.023892473,-0.15404147,-0.2566458,1.0,0.0,1.0,1.0,11.900654372397382,0.6417968530533249,13.0,11.0,-0.0326742,0.072134465,0.059833147,-0.19411817,11.900654372397382,0.6417968530533249,13,11,10,0.7146666384558173,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.10837479,0.57775635,0.99682766,-0.9982153,1000.0,0.0,1000,1000,11.900654372397382,26,30000,30,41.85963627905585,62.67374761402607,42.52564090501983,147.05902479810175,421.28412713110447,2
0.26320428,0.9921875,0.0016136202,4.0,-1.4851818,0.14206891,-0.65029454,-2.9342732,-1.4851818,0.14206891,-0.65029454,-2.9342732,2.0,0.021176593,0.022063695,0.022265062,21.421078,-21.994642,2.582393,-19.759007,-31.77412,-22.00916,2.5810084,-19.77618,-31.673166,-21.444904,2.533802,-19.215206,-31.525204,-0.64293635,0.3014351,0.42954242,-1.5559508,-0.17040661,0.1914925,0.48855168,-0.6520669,-0.18978517,0.018036406,-0.16815057,-0.27424103,1.0,0.0,1.0,1.0,21.638918918918918,2.0995234771880256,27.0,18.0,0.033753954,0.04643084,0.12066327,-0.08919674,21.638918918918918,2.0995234771880256,27,18,10,0.17379133688808615,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.081136696,0.5772674,0.9962594,-0.9974569,1000.0,0.0,1000,1000,21.638918918918918,36,40000,40,43.182075908756815,62.77047671098262,41.44124909420498,147.3938017139444,570.2164665739983,3
0.2615589,0.9980469,0.0010447582,4.0,-1.4637077,0.16380917,-0.28231832,-2.5735755,-1.4637077,0.16380917,-0.28231832,-2.5735755,2.0,0.037707236,0.04363732,0.046779223,30.68902,-31.131453,0.9803513,-26.761974,-36.170258,-31.090511,0.9783658,-26.623608,-36.122322,-30.704187,0.86182433,-27.126686,-35.131924,-0.64855134,0.20705634,0.19678092,-1.3323293,-0.056758404,0.1836313,0.790772,-0.68291193,-0.19980931,0.03713291,-0.16815855,-0.40352458,1.0,0.0,1.0,1.0,24.549693251533743,2.516628727346199,33.0,20.0,0.04888528,0.055959336,0.1484526,-0.10840291,24.549693251533743,2.516628727346199,33,20,10,0.17690220576254004,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.046412215,0.58030474,0.9965733,-0.9968763,1000.0,0.0,1000,1000,24.549693251533743,46,50000,50,42.255455036996864,64.30778905702755,42.530694217886776,149.0939383119112,719.2773609398864,4
0.26544118,0.99609375,0.0016882143,4.0,-1.4734423,0.20865628,-0.310145,-3.6484842,-1.4734423,0.20865628,-0.310145,-3.6484842,2.0,0.06068477,0.052573033,0.12713023,40.16062,-40.3686,1.5929291,-32.474937,-44.18586,-40.400192,1.5895096,-32.463203,-44.193077,-40.219242,1.5513133,-32.74377,-44.459156,-0.6387108,0.297727,1.2918103,-2.3258924,0.004411338,0.23071083,1.2903556,-0.6349963,-0.22143817,0.053049147,-0.17883044,-0.62849426,1.0,0.0,1.0,1.0,26.042912873862157,2.91437937129799,34.0,22.0,-0.041816555,0.05067726,0.11036896,-0.14096858,26.042912873862157,2.91437937129799,34,22,10,0.17077640864462662,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.024026865,0.5738495,0.9981275,-0.99809223,1000.0,0.0,1000,1000,26.042912873862157,56,60000,60,41.78460360399913,64.27390985994134,41.845273581915535,147.903787045856,869.9126549424836,5
0.27367753,0.9921875,0.0012225677,4.0,-1.4467584,0.16628112,-0.3145092,-1.8548146,-1.4467584,0.16628112,-0.3145092,-1.8548146,2.0,0.033390924,0.04214462,0.102545425,48.235626,-49.15172,2.771821,-38.17,-57.82756,-49.181335,2.7572017,-38.311188,-57.78482,-48.18655,2.623088,-38.414043,-56.343555,-0.66089535,0.36252478,1.1499165,-2.4751966,0.027080964,0.2538935,1.1993295,-0.92481697,-0.22602622,0.06389622,-0.16577098,-0.54783565,1.0,0.0,1.0,1.0,22.324776785714285,1.651734057469287,26.0,19.0,-0.05165455,0.06905593,0.16858482,-0.172634,22.324776785714285,1.651734057469287,26,19,10,0.24978553168764073,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.0027841534,0.5625152,0.99576205,-0.99588335,1000.0,0.0,1000,1000,22.324776785714285,66,70000,70,42.38734105497133,67.01520058594178,41.849885575822555,151.25242721673567,1019.3380756062688,6
0.27974725,0.9863281,0.0011092238,4.0,-1.4275877,0.2626008,-0.32355034,-3.8678808,-1.4275877,0.2626008,-0.32355034,-3.8678808,2.0,1.1780134,1.2474508,0.40956247,55.52328,-57.011307,3.6877856,-43.947918,-93.36155,-56.964462,3.7154171,-44.128426,-94.24215,-55.488876,3.6933372,-43.635227,-93.5421,-0.6408167,0.38535944,0.5048404,-3.284287,0.082957916,0.27145326,1.2024876,-0.7471239,-0.26849562,0.06558543,-0.1705302,-0.53769237,1.0,0.0,1.0,1.0,21.906900328587074,1.351274814071281,25.0,19.0,-0.06369706,0.08359063,0.2167649,-0.1941302,21.906900328587074,1.351274814071281,25,19,10,0.2378987329529855,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.00080180017,0.5679762,0.99659365,-0.99653953,1000.0,0.0,1000,1000,21.906900328587074,76,80000,80,43.5901864488842,65.19154744793195,41.0115292329574,149.79326312977355,1169.065855403198,7
0.28750238,0.984375,0.0012467967,4.0,-1.4415509,0.28047568,-0.35694507,-3.5949342,-1.4415509,0.28047568,-0.35694507,-3.5949342,2.0,0.42477638,0.50848293,0.29359257,64.02353,-63.6214,5.513271,-48.643517,-132.40216,-63.57315,5.4786835,-49.16626,-132.67995,-63.748528,5.696414,-50.217712,-136.2832,-0.59645414,0.38646662,0.9498925,-2.5089962,0.09281736,0.32231438,1.4628143,-0.5712462,-0.3016765,0.08649987,-0.19393453,-0.75823236,1.0,0.0,1.0,1.0,38.3448275862069,5.841444448604776,59.0,30.0,-0.054743335,0.057736125,0.09319853,-0.18873218,38.3448275862069,5.841444448604776,59,30,10,0.13677022874314146,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,0.0005768162,0.56577605,0.99418896,-0.9948631,1000.0,0.0,1000,1000,38.3448275862069,86,90000,90,43.44805836910382,65.12780555000063,41.541564299026504,150.11742821813095,1321.1379307021853,8
0.28430888,0.98828125,0.00096149923,4.0,-1.433285,0.22340249,-0.38182956,-3.126822,-1.433285,0.22340249,-0.38182956,-3.126822,2.0,0.34909594,0.31166142,0.62581754,71.01465,-72.27426,4.885261,-54.373642,-120.28737,-72.11566,4.8205748,-54.541172,-119.55379,-70.601364,4.7103148,-54.524456,-118.57117,-0.6143649,0.34871918,0.4330868,-2.62037,0.001001725,0.31184202,0.89779806,-1.0264106,-0.28034383,0.055753324,-0.18416803,-0.5799996,1.0,0.0,1.0,1.0,16.960169491525424,0.792511544107598,19.0,15.0,0.062381472,0.13766837,0.20120123,-0.44259286,16.960169491525424,0.792511544107598,19,15,10,0.34131844326357996,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,0.0017646855,0.5741884,0.9976057,-0.9944585,1000.0,0.0,1000,1000,16.960169491525424,96,100000,100,40.985200181021355,67.08847385901026,40.77882504684385,148.85249908687547,1466.3325375241693,9
