State-Pred-Expt-MSE,State-Pred-Real-MSE,Inverse-Dynamic-MSE,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Test Pred_Real_MSE,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.0005949278,104.50577,0.058904916,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-9.9843266e-05,0.2779821,0.994762,-0.9878059,1000.0,0.0,1000,1000,10,0.006985936435864001,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.05854057,0.26515907,0.99815345,-0.9975979,1000.0,0.0,1000,1000,1000.0,10,10000,60,20.595511090941727,0,52.45892183622345,73.05443292716518,159.05470602714922,0
0.00014678916,35.22298,0.013978725,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.538417e-05,0.05978027,0.97683567,-0.95394087,1000.0,0.0,1000,1000,10,0.0013979855111647377,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.882532e-05,0.17123662,0.99422944,-0.98041695,1000.0,0.0,1000,1000,1000.0,20,20000,70,20.489175137132406,86.00247026793659,51.58956216706429,158.08120757213328,314.2487120113801,1
0.00021426624,0.0010618053,0.00013851185,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.8572845e-05,0.06271614,0.97092223,-0.9498795,1000.0,0.0,1000,1000,10,0.0014102804814704875,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.115e-05,0.06418041,0.9686037,-0.930038,1000.0,0.0,1000,1000,1000.0,30,30000,80,20.17288653482683,83.14966376801021,50.58975651790388,153.91230682074092,469.67517130996566,2
0.00013571604,0.00040578592,0.00010761492,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.355182e-05,0.061424267,0.9804136,-0.9404056,1000.0,0.0,1000,1000,10,0.0008725791500602501,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.0810427e-05,0.063402675,0.9765266,-0.97147423,1000.0,0.0,1000,1000,1000.0,40,40000,90,20.359595294110477,84.66909392597154,50.46510388574097,155.493793105823,625.5144743878627,3
0.0009552441,0.00084590155,3.620993e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-5.9920007e-05,0.057870466,0.97861344,-0.9331008,1000.0,0.0,1000,1000,10,0.0007175891968129124,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.149331e-05,0.06530087,0.9793255,-0.9595825,1000.0,0.0,1000,1000,1000.0,50,50000,100,20.15963486698456,85.01758165401407,49.52314870117698,154.7003652221756,777.8341000749497,4
9.4848096e-05,0.0037133063,0.00017489807,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.602751e-05,0.06658528,0.9836943,-0.9748574,1000.0,0.0,1000,1000,10,0.0012519688827551984,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.320355e-05,0.06503171,0.9804232,-0.9806361,1000.0,0.0,1000,1000,1000.0,60,60000,110,20.272827884880826,82.64748555608094,50.397316388902254,153.31762982986402,931.8953147768043,5
3.635469e-05,0.00025501335,6.312487e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.965393e-05,0.06780492,0.9813886,-0.98161817,1000.0,0.0,1000,1000,10,0.0016706651999486314,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.401225e-05,0.069224514,0.98224723,-0.9776278,1000.0,0.0,1000,1000,1000.0,70,70000,120,20.351317428052425,83.39269562007394,49.36903215397615,153.1130452021025,1079.8045227699913,6
0.00018698332,0.00024138416,3.759692e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.838324e-05,0.06845389,0.98499674,-0.9820509,1000.0,0.0,1000,1000,10,0.0014693291744121214,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.404087e-05,0.06809424,0.98133636,-0.97391814,1000.0,0.0,1000,1000,1000.0,80,80000,130,18.416915925918147,78.19877413695212,47.35530359274708,143.97099365561735,1220.3370461966842,7
7.792582e-05,0.0004181076,9.739437e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.373121e-05,0.07119818,0.9844155,-0.98248756,1000.0,0.0,1000,1000,10,0.001874606983710931,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.815486e-05,0.07092983,0.9850761,-0.9793317,1000.0,0.0,1000,1000,1000.0,90,90000,140,17.893716218997724,74.75362745206803,44.56080494704656,137.20814861811232,1358.4579298526514,8
0.00019719194,0.001783249,0.00010736666,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.426677e-05,0.07153704,0.9847386,-0.9818755,1000.0,0.0,1000,1000,10,0.0018594724575852959,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.221508e-05,0.0707482,0.9860897,-0.9841898,1000.0,0.0,1000,1000,1000.0,100,100000,150,19.925149612943642,75.66973147098906,50.84376473678276,146.43864582071546,1512.4243826122256,9
