Disc CE Loss,Disc Acc,Grad Pen,Grad Pen W,Disc Rew Mean,Disc Rew Std,Disc Rew Max,Disc Rew Min,Reward Scale,QF1 Loss,QF2 Loss,VF Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.693002,0.7167969,0.66411185,4.0,-1.16575,0.24062909,-0.34073392,-1.6308599,2.0,0.97168493,0.97508645,0.25510624,-0.6626934,0.0011396348,0.00070249924,0.0027883728,-0.00072740647,0.003575684,0.0011928603,0.00731306,0.00045488332,-0.006184242,0.0012861617,-0.003987273,-0.008492765,-0.6730119,0.21784508,-0.26525092,-1.4183636,-9.1598864e-05,0.000441131,0.0007329517,-0.0005554564,-0.00015986113,0.00026551652,0.0005083424,-0.0018941954,1.0,0.0,1.0,1.0,14.990262172284645,0.9825722598732547,17.0,13.0,-0.044785414,0.0005204127,-0.04371123,-0.04545623,14.990262172284645,0.9825722598732547,17,13,10,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.009491142,0.60902846,0.99715024,-0.9972777,1000.0,0.0,1000,1000,14.990262172284645,6,10000,10,21.924962594057433,0,39.810017242096364,61.7349798361538,108.92732540902216,0
0.36258572,0.9941406,0.007563278,4.0,-1.48678,0.25255564,-0.28744447,-2.0626552,2.0,0.017106097,0.017561201,0.018541887,3.9266365,-4.7105885,0.9742857,-3.03886,-6.458743,-4.71901,0.9770134,-3.036927,-6.4708486,-3.9115624,0.9305972,-2.374055,-5.5976224,-0.6777358,0.11778826,-0.44553208,-1.1702785,-0.04734975,0.0043726387,-0.040410135,-0.060224075,-0.13575462,0.0077191805,-0.12212527,-0.17320876,1.0,0.0,1.0,1.0,17.326406926406925,1.486430568311517,21.0,15.0,-0.008598053,0.0211249,0.025236197,-0.05362394,17.326406926406925,1.486430568311517,21,15,10,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.018476423,0.587003,0.99535304,-0.9980611,1000.0,0.0,1000,1000,17.326406926406925,16,20000,20,36.059967251028866,47.208734693937004,41.80394860194065,125.07265054690652,235.38274159806315,1
0.26548225,0.9941406,0.0024249116,4.0,-1.5123979,0.21882255,-0.30526894,-2.677722,2.0,0.080215834,0.077587694,0.103256315,13.257571,-14.300158,2.1906626,-9.725196,-19.450663,-14.287631,2.1845613,-9.735618,-19.401506,-13.245521,2.0321646,-10.007589,-18.262476,-0.6502333,0.25720206,0.12154269,-1.7352033,-0.05026383,0.1797184,0.3878782,-0.49068218,-0.14768761,0.019781865,-0.12225116,-0.21713328,1.0,0.0,1.0,1.0,15.807266982622433,1.039873740573736,18.0,14.0,0.008154559,0.0521552,0.082230136,-0.12557267,15.807266982622433,1.039873740573736,18,14,10,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.045732006,0.5829534,0.9971735,-0.99763936,1000.0,0.0,1000,1000,15.807266982622433,26,30000,30,35.61222915677354,48.58742590399925,42.209768505068496,126.40942356584128,360.40947810478974,2
0.2606502,0.9941406,0.0016708809,4.0,-1.4744043,0.18104447,-0.281521,-2.2319849,2.0,0.050937817,0.049489886,0.027089316,22.334452,-22.98884,2.4821723,-15.979488,-32.24484,-23.009247,2.4811397,-16.034124,-32.348602,-22.178793,2.383603,-16.481825,-31.14037,-0.6278342,0.29353195,0.14310277,-2.001446,-0.065511115,0.2267907,0.45452186,-0.6958122,-0.20313108,0.025305351,-0.16447347,-0.31480452,1.0,0.0,1.0,1.0,19.187919463087248,1.4994942532619389,23.0,16.0,0.031099165,0.05369576,0.117342554,-0.13932797,19.187919463087248,1.4994942532619389,23,16,10,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.045497816,0.5820808,0.9980648,-0.9965571,1000.0,0.0,1000,1000,19.187919463087248,36,40000,40,32.820694535039365,47.23130465496797,41.88786529295612,121.93986448296346,482.3515346128261,3
0.2660533,0.9941406,0.0015910565,4.0,-1.4533747,0.22268352,-0.29784268,-1.7643932,2.0,0.013011468,0.016371422,0.030971304,30.832472,-31.620932,1.6585028,-21.882616,-40.54598,-31.621252,1.6626862,-21.822796,-40.532715,-30.879286,1.6191057,-21.738714,-40.026825,-0.6668543,0.2575372,0.288818,-2.2359347,-0.07446176,0.22165072,0.49159092,-0.8738055,-0.19635275,0.028725065,-0.16530529,-0.37846604,1.0,0.0,1.0,1.0,35.69340463458111,9.152039757560683,101.0,25.0,-0.019660233,0.048212197,0.14195192,-0.13429806,35.69340463458111,9.152039757560683,101,25,10,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.021188468,0.5744537,0.99697155,-0.99633926,1000.0,0.0,1000,1000,35.69340463458111,46,50000,50,31.367483132868074,47.21351697703358,42.34362016792875,120.9246202778304,603.8236286944011,4
0.2699061,0.9921875,0.0013561489,4.0,-1.4661071,0.21613152,-0.30878538,-2.0739317,2.0,0.13402602,0.14024772,0.027459972,40.705997,-41.18454,3.615735,-25.301228,-58.215275,-41.193775,3.605491,-25.24935,-58.245583,-40.5438,3.508322,-25.242163,-58.732754,-0.6300396,0.33800933,0.8801758,-2.435717,-0.01587173,0.25367236,1.032436,-0.783072,-0.2448444,0.053418398,-0.14373401,-0.50276476,1.0,0.0,1.0,1.0,40.18674698795181,11.621510361073172,106.0,27.0,-0.027652778,0.050685328,0.17476003,-0.14463739,40.18674698795181,11.621510361073172,106,27,10,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,0.00204935,0.5557112,0.99519783,-0.9962958,1000.0,0.0,1000,1000,40.18674698795181,56,60000,60,30.8055652549956,47.759699654066935,39.92724917491432,118.49251408397686,722.8062105182325,5
0.28042382,0.98046875,0.0014210087,4.0,-1.4482975,0.23916514,-0.33626378,-2.0884776,2.0,0.08388249,0.07488542,0.14934984,49.441704,-50.13967,5.093541,-29.910772,-69.08457,-50.149498,5.1015644,-30.045298,-69.43233,-49.05129,4.953001,-29.959131,-68.28007,-0.5922811,0.30366158,0.7106898,-2.0813923,-0.009234898,0.26338795,0.743872,-0.9894739,-0.25046617,0.06598524,-0.16230269,-0.55567807,1.0,0.0,1.0,1.0,33.074380165289256,1.7160655040388288,36.0,30.0,0.086036086,0.07174038,0.20847958,-0.15430051,33.074380165289256,1.7160655040388288,36,30,10,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,0.0020330646,0.55719423,0.9902763,-0.99758136,1000.0,0.0,1000,1000,33.074380165289256,66,70000,70,32.10791466094088,48.259260516031645,40.80810303485487,121.17527821182739,843.3417671242496,6
0.2887898,0.98046875,0.0012837845,4.0,-1.4721919,0.27561542,-0.35379758,-3.4046185,2.0,0.22956033,0.21938634,0.11475413,57.43047,-57.788662,4.92114,-34.752373,-89.50176,-57.77704,4.931428,-35.02365,-89.49863,-56.98658,4.6910763,-35.770805,-87.12478,-0.6286592,0.3831836,0.70595217,-2.7819295,-0.009676641,0.29997814,0.9008401,-0.9117776,-0.30916956,0.07460651,-0.20062429,-0.9266603,1.0,0.0,1.0,1.0,21.685807150595885,0.5671430308252563,23.0,20.0,0.1141003,0.124305144,0.24139588,-0.35047635,21.685807150595885,0.5671430308252563,23,20,10,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.00072908023,0.56197244,0.9940867,-0.99364173,1000.0,0.0,1000,1000,21.685807150595885,76,80000,80,32.3508643459063,47.608215683023445,40.80494972213637,120.76402975106612,963.6641616872512,7
0.28188562,0.98828125,0.0010916525,4.0,-1.4632552,0.25536826,-0.33502373,-4.3793573,2.0,0.24112453,0.22178362,0.4511708,64.38671,-65.6637,5.734045,-37.95255,-126.518524,-65.60805,5.726786,-38.16687,-126.58825,-64.16354,5.572176,-38.195385,-123.56199,-0.60242724,0.3734408,1.0926535,-2.1036127,-0.067392595,0.31137058,1.2137738,-1.1274842,-0.29148942,0.076235,-0.15894148,-0.6853183,1.0,0.0,1.0,1.0,28.380141843971632,1.119854338182219,30.0,26.0,0.0663006,0.060735576,0.1359975,-0.21281826,28.380141843971632,1.119854338182219,30,26,10,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.00032364455,0.5604506,0.99262446,-0.9959501,1000.0,0.0,1000,1000,28.380141843971632,86,90000,90,32.041991151403636,47.17021187697537,40.58565408701543,119.79785711539444,1083.8836952797137,8
0.28132823,0.9824219,0.0016233528,4.0,-1.4076247,0.17930272,-0.32616037,-1.7546937,2.0,0.21266559,0.20639123,0.18432547,73.19736,-73.95399,3.7116516,-42.9849,-111.060524,-73.93776,3.7271655,-43.16632,-111.25932,-73.07828,3.559734,-42.833508,-109.33721,-0.64519966,0.3958881,0.548558,-2.3956006,0.040329352,0.29980537,0.6120585,-0.90519506,-0.284562,0.05539387,-0.192821,-0.63066083,1.0,0.0,1.0,1.0,35.77817531305904,1.3230404477983324,39.0,33.0,-0.04311668,0.037053492,0.147132,-0.10815202,35.77817531305904,1.3230404477983324,39,33,10,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.0009448646,0.5610767,0.9982843,-0.99513906,1000.0,0.0,1000,1000,35.77817531305904,96,100000,100,34.114775247173384,47.59014217602089,40.25293888465967,121.95785630785394,1206.2690936697181,9
