State-Pred-Expt-MSE,State-Pred-Real-MSE,Inverse-Dynamic-MSE,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Test Pred_Real_MSE,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.00037010334,117.7015,0.025429236,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.09177e-05,0.10794666,0.9867425,-0.9605376,1000.0,0.0,1000,1000,10,0.0009119673837219443,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.014565468,0.2758698,0.99455714,-0.9955861,1000.0,0.0,1000,1000,1000.0,10,10000,60,20.42610628530383,0,52.37921626144089,72.80532254674472,157.19130592269357,0
0.0006042486,61.76214,0.006323036,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.472516e-05,0.07097469,0.98563457,-0.9713881,1000.0,0.0,1000,1000,10,0.0011888716008934114,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-5.950397e-05,0.09354357,0.9925577,-0.9786515,1000.0,0.0,1000,1000,1000.0,20,20000,70,19.83866254671011,84.39104827307165,50.41930085083004,154.6490116706118,311.68213021638803,1
0.00014080864,0.00045344714,0.000101223035,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.243301e-05,0.06466805,0.9714947,-0.970836,1000.0,0.0,1000,1000,10,0.0012908277627278358,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.55909e-05,0.0706469,0.9791216,-0.95403767,1000.0,0.0,1000,1000,1000.0,30,30000,80,19.889999689883552,84.26404244801961,49.88373717025388,154.03777930815704,465.0248418676201,2
0.0005097868,0.0006647889,0.00010909983,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-5.992831e-05,0.060958017,0.9753237,-0.9652524,1000.0,0.0,1000,1000,10,0.0007986376558685473,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.2808936e-05,0.06349477,0.97213763,-0.97530067,1000.0,0.0,1000,1000,1000.0,40,40000,90,20.213775026029907,83.57964763697237,49.31811629189178,153.11153895489406,618.1895006664563,3
0.00024105779,0.00050347217,0.00015901122,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.042313e-05,0.06718033,0.97687113,-0.98118794,1000.0,0.0,1000,1000,10,0.0012882333015835855,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.1676615e-05,0.06700711,0.9745188,-0.96813536,1000.0,0.0,1000,1000,1000.0,50,50000,100,20.232558818068355,83.62943495204672,49.889726124936715,153.7517198950518,771.9476661264198,4
6.425468e-05,0.0036191838,0.00010844914,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.934852e-05,0.06895932,0.97653294,-0.9750625,1000.0,0.0,1000,1000,10,0.001235914989818633,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.6132176e-05,0.06802532,0.9739281,-0.97761536,1000.0,0.0,1000,1000,1000.0,60,60000,110,19.894225141848437,83.65191111003514,50.005157421925105,153.5512936738087,926.2528872431722,5
9.101431e-05,0.0051358314,2.7538277e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.689994e-05,0.07179649,0.97875404,-0.9683569,1000.0,0.0,1000,1000,10,0.0009929834196006956,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.596797e-05,0.07020755,0.9744532,-0.97910064,1000.0,0.0,1000,1000,1000.0,70,70000,120,20.003707822063006,84.39809363801032,49.73427824105602,154.13607970112935,1074.1808963731164,6
0.0001906868,0.0020267346,2.783295e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.0977913e-05,0.06721858,0.9740155,-0.9608887,1000.0,0.0,1000,1000,10,0.0008031629444883723,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-7.144222e-05,0.072576724,0.9792461,-0.97865933,1000.0,0.0,1000,1000,1000.0,80,80000,130,18.09400109294802,78.19114332296886,45.55091833288316,141.83606274880003,1212.2281423569657,7
9.113857e-05,0.00075012294,2.173035e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.3308e-05,0.06724115,0.97301275,-0.96985555,1000.0,0.0,1000,1000,10,0.001362480181079151,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.319317e-05,0.07525023,0.97397566,-0.96054506,1000.0,0.0,1000,1000,1000.0,90,90000,140,17.710334399016574,74.41328584903385,44.4394499710761,136.56307021912653,1349.8391952977981,8
0.00010897596,0.008312337,1.765432e-05,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.798383e-05,0.06790145,0.9736658,-0.9691052,1000.0,0.0,1000,1000,10,0.0012593321177157845,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-6.642047e-05,0.06665886,0.97158694,-0.9769245,1000.0,0.0,1000,1000,1000.0,100,100000,150,20.055788222816773,75.4593371679075,49.784972469788045,145.30009786051232,1503.1430822535185,9
