Inverse-Dynamic-MSE,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.08946265,9.23772204949289,0.16839067882596642,9.359965703274215,8.32499623648272,138.15158311685556,35.222368559577106,324.82328437979845,82.80347302452279,-0.030041263,0.070619024,0.6631483,-0.59858334,14.955156950672645,3.7844885816177176,35,9,10,2.6056492944181673,3.1485813782540943,9.359596626106114,-31.59252250745338,2605.6492944181673,1469.3350057189764,4263.172718430688,612.244712043947,-0.04395088,0.30013472,0.9981702,-0.9947154,1000.0,0.0,1000,1000,138.15158311685556,10,10000,60,21.671991277951747,0,26.62173646793235,48.2937277458841,77.63446957682027,0
0.122810446,9.251070615892282,0.15008443521434425,9.35998407955961,8.470213674396748,168.541363023961,54.712890637780205,399.31007897712436,91.97990435143302,-0.019215042,0.098114416,0.59844005,-0.93155,18.218579234972676,5.869368865355252,43,10,10,3.3874501466381517,4.579231483757498,9.359978353674176,-43.67835413080279,3387.4501466381525,399.8448501781568,4022.7751878161403,2541.696287852769,-0.04945452,0.69531065,0.9350778,-0.983746,1000.0,0.0,1000,1000,168.541363023961,20,20000,70,20.80359979113564,29.350941947021056,25.355839563009795,75.51038130116649,156.989263061143,1
0.11435772,9.258116200260666,0.1349629838139694,9.359988475251,8.188710195713725,200.47228239698637,73.4375881385589,522.3487082802142,101.0974165857735,-0.0028411988,0.07969684,0.19477166,-0.95552516,21.653679653679653,7.855374086863362,56,11,10,2.8079809245464813,5.179478444495773,9.359813010805267,-66.47481220130085,2807.98092454648,458.23598181770706,3434.7920433929526,1734.1082917546344,0.020880755,0.7878642,0.9888021,-0.9926967,1000.0,0.0,1000,1000,200.47228239698637,30,30000,80,21.52678317396203,33.19618063804228,27.28386073402362,82.00682454602793,235.62737246410688,2
0.08481006,9.26137250734655,0.12973413192387181,9.359953938206674,8.849480173629788,220.0400914601755,76.7393669405901,624.2845405249086,100.84901299401108,0.007268156,0.27867043,0.4712851,-0.4652525,23.758907363420427,8.209262640787705,67,11,10,2.449204490207325,6.133302641149805,9.359810205782136,-74.00974430155253,2449.2044902073244,735.8486474084038,3466.915291756864,586.2180513100717,-0.012017876,0.8536307,0.99950665,-0.9999781,1000.0,0.0,1000,1000,220.0400914601755,40,40000,90,20.839998188021127,29.8322070610011,25.800406913098413,76.47261216212064,313.2344831401133,3
0.113067456,9.259021450143234,0.14901994590206757,9.359986171372846,8.451480230282046,255.54899202395322,85.65823198088673,622.983399470732,119.8260047331743,0.024819508,0.21156412,0.97884303,-0.40297157,27.6,9.164398883535773,67,13,10,2.634113264124309,5.593068554790102,9.35985968709649,-45.99608178345867,2634.113264124308,425.09046350433294,3158.6320883620506,1912.7337500787546,-0.04289623,0.86025393,0.99960196,-0.9999528,1000.0,0.0,1000,1000,255.54899202395322,50,50000,100,19.161419550946448,30.969183018023614,26.43617816187907,76.56678073084913,388.8122444409528,4
0.082778655,9.260114167993954,0.13500679129441412,9.359957361230302,8.457794647965178,247.63377500318595,89.05262172721108,838.8482807347737,119.20764136429543,0.011929885,0.24659026,0.99823093,-0.96816754,26.74197860962567,9.536392570090609,90,13,10,2.2093303195598986,6.515448596962381,9.359456446883792,-97.36110519868168,2209.3303195598983,654.2541857492643,3318.4412388412275,1310.7030369991535,-0.030943835,0.82389724,0.99965024,-0.99993646,1000.0,0.0,1000,1000,247.63377500318595,60,60000,110,19.049444608972408,29.977702361007687,25.068774074024986,74.09592104400508,463.0604042369523,5
0.08140349,9.274637769094229,0.1273458031981514,9.359979341917413,8.535497952340362,306.6752336916009,103.73402341376352,867.7646865896107,165.55423746424626,0.00233314,0.2359723,0.99175316,-0.45730695,33.06600660066007,11.083642374110784,93,18,10,1.9696882264886513,6.648758271423056,9.359803740689928,-101.41947016793924,1969.6882264886522,666.3528395016756,3050.2244131370794,695.8480912663216,-0.026030596,0.83620226,0.99998343,-0.9999222,1000.0,0.0,1000,1000,306.6752336916009,70,70000,120,19.902513670909684,30.131972839997616,25.06819001684198,75.10267652774928,539.1763435055618,6
0.077459395,9.279858508749674,0.16067664818625432,9.359987738911391,8.465297607294936,366.50865242446446,120.22919045979688,905.0274493217922,193.33209990290788,0.01680441,0.2873897,0.9982858,-0.9748554,39.49506903353057,12.841680295268421,97,21,10,1.8799455920286423,6.635857217135366,9.359856890609564,-78.5701278884559,1879.9455920286425,525.1258547247448,2841.506850895623,1056.72762366923,-0.058495708,0.8431776,0.9999977,-0.99996173,1000.0,0.0,1000,1000,366.50865242446446,80,80000,130,20.01028659392614,31.14693297597114,25.572352269955445,76.72957183985272,614.8248270043987,7
0.06551765,9.299604759091322,0.14637034505279556,9.35991255842067,8.545870845594695,439.4501909272493,173.8081238132819,1363.0448658514545,202.63036230059524,-0.020676415,0.35854962,0.9995898,-0.992001,47.25471698113208,18.57471466590807,146,22,10,2.5271103140991893,5.835177146151446,9.35993828659647,-64.8264340216404,2527.1103140991895,459.7753925120501,3005.774192454718,1553.380457536227,-0.014090747,0.8506302,1.0,-0.99996436,1000.0,0.0,1000,1000,439.4501909272493,90,90000,140,19.050728005124256,30.070264291018248,26.512711501913145,75.63370379805565,691.0140715254238,8
0.055028323,9.322043000264921,0.12630393330159528,9.359997980081188,8.536858896809445,674.1822650697009,350.7767390978298,3150.997549653745,212.6855130216502,0.027757619,0.29656395,0.9999847,-0.99670976,72.32129963898917,37.478388686382246,337,23,10,3.4453508069611636,4.98314513691764,9.359848831971846,-53.5898209472083,3445.3508069611626,747.8943217343583,5127.716747510751,2358.7874821129467,0.06572264,0.8651761,1.0,-0.999972,1000.0,0.0,1000,1000,674.1822650697009,100,100000,150,20.631732029898558,30.625522648042534,25.32517262606416,76.58242730400525,767.8087064154679,9
