Disc CE Loss,Disc Acc,Grad Pen,Grad Pen W,Disc Rew Mean,Disc Rew Std,Disc Rew Max,Disc Rew Min,Total Rew Mean,Total Rew Std,Total Rew Max,Total Rew Min,Reward Scale,QF1 Loss,QF2 Loss,VF Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Test Pred_Real_MSE,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.70297515,0.6152344,0.79779845,4.0,-1.2578516,0.4727686,-0.10391858,-1.8936478,-1.2578516,0.4727686,-0.10391858,-1.8936478,2.0,0.9053069,0.91142297,0.24975231,-0.65710044,-0.004065082,0.0012725119,-0.002105688,-0.0074061276,0.00052680995,0.001454208,0.0032172725,-0.002701019,-0.0031892802,0.0007401361,-0.0017728053,-0.0050447825,-0.6724188,0.22037114,-0.26437855,-0.91797435,0.0022775186,0.00026954533,0.0035481958,0.0015448835,-0.0009144654,0.0001578922,-0.00014655007,-0.0015855299,1.0,0.0,1.0,1.0,16.315660685154974,1.3410446473563509,19.0,14.0,-0.036547888,0.0031457136,-0.03268186,-0.043412715,16.315660685154974,1.3410446473563509,19,14,10,0.3805132676537387,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.029033996,0.6085503,0.9978401,-0.9983963,1000.0,0.0,1000,1000,16.315660685154974,6,10000,10,24.265667358762585,0,39.645047480938956,63.91071483970154,128.51626841176767,0
0.4164693,0.8984375,0.0037613101,4.0,-1.538059,0.24429795,-0.30200994,-3.0621853,-1.538059,0.24429795,-0.30200994,-3.0621853,2.0,0.010646928,0.010290383,0.018752186,4.6556478,-5.471502,2.5942025,0.13406539,-9.392556,-5.4695673,2.591144,0.15494525,-9.379207,-4.65184,2.5406113,0.6900898,-8.367856,-0.6813005,0.11099062,-0.42732012,-1.4020953,-0.047088247,0.021601837,-0.00032838434,-0.067219175,-0.1399811,0.0078044077,-0.12865484,-0.15939593,1.0,0.0,1.0,1.0,15.467904098994586,1.0449739836636394,18.0,14.0,-0.0159409,0.030140288,0.04049407,-0.065712884,15.467904098994586,1.0449739836636394,18,14,10,0.7072145391015744,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.037766993,0.58693534,0.99591553,-0.99855316,1000.0,0.0,1000,1000,15.467904098994586,16,20000,20,39.86197864811402,64.6256966770161,40.20559950626921,144.69327483139932,271.5056384790223,1
0.2632656,0.9902344,0.0037858072,4.0,-1.4772122,0.20818457,-0.29921934,-2.1153965,-1.4772122,0.20818457,-0.29921934,-2.1153965,2.0,0.041177623,0.04503815,0.06916749,14.373379,-15.357019,4.321091,-5.0839415,-24.094028,-15.373461,4.3284593,-5.0478163,-24.071926,-14.378257,4.1890235,-4.3245993,-22.49274,-0.6758752,0.14883514,-0.22524661,-1.7617657,-0.052042253,0.07200739,0.2733066,-0.18479936,-0.16089866,0.022797663,-0.13848367,-0.32155254,1.0,0.0,1.0,1.0,18.105882352941176,1.227369539364233,21.0,16.0,0.034405816,0.061921183,0.13444318,-0.11552152,18.105882352941176,1.227369539364233,21,16,10,0.5839269662298109,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.046721324,0.57875633,0.9960358,-0.9974949,1000.0,0.0,1000,1000,18.105882352941176,26,30000,30,41.24558119883295,62.9204201590037,41.09463698498439,145.26063834282104,415.2750797608169,2
0.2639125,0.9921875,0.0014603744,4.0,-1.4406326,0.18029688,-0.3018165,-1.8080053,-1.4406326,0.18029688,-0.3018165,-1.8080053,2.0,0.13720419,0.13226539,0.54064304,23.063944,-24.40097,5.242065,-14.065246,-34.33039,-24.386486,5.2335024,-14.137663,-34.27627,-22.751589,4.9581637,-13.113481,-31.966213,-0.68692166,0.32523933,0.1840055,-2.3534365,-0.080645025,0.19512099,0.5955407,-0.48263827,-0.1662838,0.01156688,-0.15509413,-0.24173422,1.0,0.0,1.0,1.0,40.75813008130081,9.53515292058031,93.0,28.0,0.01018341,0.046629507,0.16731393,-0.061488435,40.75813008130081,9.53515292058031,93,28,10,2.3648736874475116,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.04697046,0.58247286,0.99972504,-0.99646825,1000.0,0.0,1000,1000,40.75813008130081,36,40000,40,41.91214283311274,61.43156269798055,39.60404242412187,142.94774795521516,561.1778950212756,3
0.2731816,0.9902344,0.0016962999,4.0,-1.4681224,0.11761978,-0.30746487,-1.8340931,-1.4681224,0.11761978,-0.30746487,-1.8340931,2.0,0.19138831,0.19115657,0.4340571,29.256395,-30.214779,6.104774,-21.693687,-55.24824,-30.228027,6.1070237,-21.701923,-55.40004,-28.737448,5.9250894,-19.933916,-55.85514,-0.64292777,0.3351396,0.32590318,-2.621989,0.0033528474,0.2696457,1.212768,-0.7124494,-0.20256765,0.029935084,-0.16464752,-0.39488867,1.0,0.0,1.0,1.0,10.660980810234541,0.47337636055915433,11.0,10.0,0.016262166,0.15609346,0.47731635,-0.13520056,10.660980810234541,0.47337636055915433,11,10,10,5.986700108233544,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.023685593,0.5780514,0.9984962,-0.9958668,1000.0,0.0,1000,1000,10.660980810234541,46,50000,50,42.318731594015844,64.39709578908514,40.21563893347047,146.93146631657146,705.6831459848909,4
0.2647534,0.9980469,0.0011688233,4.0,-1.464482,0.23205648,-0.35954648,-4.0077004,-1.464482,0.23205648,-0.35954648,-4.0077004,2.0,0.05311571,0.056539707,0.02515968,35.35325,-35.91413,4.246813,-28.013966,-49.491844,-35.92662,4.2522798,-27.785362,-49.453014,-35.290985,4.257836,-26.960196,-48.76786,-0.61475694,0.32705998,0.5445645,-1.58272,-0.038645916,0.2739538,1.1255579,-0.7435424,-0.21696196,0.05952709,-0.14883277,-0.41727364,1.0,0.0,1.0,1.0,29.074127906976745,3.0909704101888553,39.0,24.0,-0.050482303,0.05875574,0.17710973,-0.13802476,29.074127906976745,3.0909704101888553,39,24,10,1.92615554187209,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.013467277,0.5713508,0.9956524,-0.9935547,1000.0,0.0,1000,1000,29.074127906976745,56,60000,60,39.71707680891268,61.98218136804644,40.51338630891405,142.21264448587317,850.2829646476312,5
0.27113935,0.9941406,0.0015763824,4.0,-1.4498787,0.19520225,-0.37985912,-3.922838,-1.4498787,0.19520225,-0.37985912,-3.922838,2.0,0.25875616,0.25006157,0.038013496,42.604614,-43.433434,4.151077,-30.781866,-82.79446,-43.40284,4.17262,-30.661636,-83.244705,-42.808216,4.2192607,-30.890163,-83.60244,-0.6508424,0.44218874,1.0126946,-5.164106,0.0574143,0.26913643,0.6769145,-1.3148203,-0.23372549,0.060519237,-0.16406684,-0.6705907,1.0,0.0,1.0,1.0,57.636887608069166,12.950387244954664,155.0,41.0,0.00027119933,0.19612028,0.33631185,-0.52979726,57.636887608069166,12.950387244954664,155,41,10,1.7046804394129715,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.012119131,0.5398579,0.99734396,-0.9927973,1000.0,0.0,1000,1000,57.636887608069166,66,70000,70,41.34485862602014,64.35264651000034,41.19644866685849,146.89395380287897,999.6391585244564,6
0.28266722,0.98828125,0.0013135083,4.0,-1.4298756,0.19628032,-0.32555667,-2.4428973,-1.4298756,0.19628032,-0.32555667,-2.4428973,2.0,0.03458037,0.034767527,0.14871302,51.528004,-52.39576,3.0187197,-35.688442,-59.54048,-52.42812,3.0317857,-35.752075,-59.69588,-51.30941,2.9112623,-35.99167,-57.67245,-0.5777379,0.35414898,0.84769106,-1.9567009,0.056672655,0.26546124,0.86832386,-0.95057523,-0.30124614,0.106013685,-0.18222857,-0.74052244,1.0,0.0,1.0,1.0,80.62650602409639,14.379294722196741,136.0,60.0,-0.036769606,0.044241406,0.05859973,-0.23913816,80.62650602409639,14.379294722196741,136,60,10,2.8257301957409204,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.0032621154,0.5473212,0.9957294,-0.9923549,1000.0,0.0,1000,1000,80.62650602409639,76,80000,80,42.5006060001906,66.82307602500077,41.84203134989366,151.16571337508503,1152.3497818864416,7
0.27785546,0.9921875,0.0015423865,4.0,-1.4356978,0.29588404,-0.3419473,-3.9771,-1.4356978,0.29588404,-0.3419473,-3.9771,2.0,0.032319315,0.023725651,0.029858597,60.402462,-61.0381,4.184858,-40.133972,-78.504524,-61.02582,4.1857963,-40.03114,-78.07797,-60.538254,4.1709013,-41.03378,-77.76376,-0.6075496,0.3430551,0.91762376,-2.4683533,0.051160753,0.27103493,1.2009593,-0.989028,-0.29742262,0.118276134,-0.17410338,-0.9601854,1.0,0.0,1.0,1.0,82.96280991735537,4.0383826283705195,93.0,74.0,0.064287744,0.1681816,0.8645654,-0.0943132,82.96280991735537,4.0383826283705195,93,74,10,2.508880513581237,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,0.0034188556,0.5477607,0.99688905,-0.98997927,1000.0,0.0,1000,1000,82.96280991735537,86,90000,90,42.041112973121926,68.37105332908686,39.98626756411977,150.39843386632856,1299.0672771054087,8
0.29234624,0.9765625,0.00134168,4.0,-1.4477496,0.20339896,-0.33790654,-2.308026,-1.4477496,0.20339896,-0.33790654,-2.308026,2.0,0.308878,0.26883465,0.0876039,68.758934,-69.58148,7.0336127,-45.366264,-123.040436,-69.537445,7.101982,-45.081196,-123.11942,-68.9699,7.0121827,-44.636673,-125.36763,-0.539464,0.3105557,0.39538097,-1.5498223,-0.0025027543,0.3042185,0.7086144,-0.81728005,-0.3350798,0.14077699,-0.2285439,-1.0005281,1.0,0.0,1.0,1.0,23.372663551401867,0.9835803417471801,25.0,22.0,0.10122158,0.106263824,0.22780931,-0.27117285,23.372663551401867,0.9835803417471801,25,22,10,1.9789031122660954,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.0036329986,0.5514081,0.9933207,-0.9944168,1000.0,0.0,1000,1000,23.372663551401867,96,100000,100,41.239469843916595,64.69099122297484,40.927910274243914,146.85837134113535,1446.1577796507627,9
