Inverse-Dynamic-MSE,Valid-InvDyn-MSE,State-Pred-Expt-MSE,State-Pred-Real-MSE,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Test Pred_Real_MSE,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.38020533,0.47965237,0.4926627,2358.6665,-0.6919019960487606,0.5246885508696008,3.3642477776590063,-3.984538335691081,-406.1860089375396,363.03606815574375,26.06998215502362,-1260.7381238013568,0.068635195,0.6552413,0.99999976,-0.9999832,587.0571428571428,477.14322155674705,1000,10,10,414.8823211296993,-1.6236684707963687,0.7477934095433374,3.4151228631863546,-4.691320952753853,-1623.6684707963686,247.85035974817845,-1129.2999031907198,-2136.815336313416,0.18551865,0.7970766,1.0,-0.99999994,1000.0,0.0,1000,1000,-406.1860089375396,10,10000,15,67.19787882687524,0,88.18152295425534,155.37940178113058,225.74841689923778,0
0.6139003,0.7145175,0.3138687,2650.196,-1.2528664828276643,0.6638553345057313,4.8195771148578785,-4.682127005165155,-1011.8149715316213,603.0451934062685,21.15093812538464,-2182.6608336758477,0.19655405,0.7346365,1.0,-0.9999966,807.6,384.95838736154326,1000,14,10,992.8367673842728,-1.857117255054212,0.8093171688694957,3.168536094208024,-4.799593465072242,-1857.1172550542128,209.54827052205735,-1537.2895860225285,-2243.6722432038664,0.21420108,0.82856226,1.0,-1.0,1000.0,0.0,1000,1000,-1011.8149715316213,20,20000,25,72.90409911936149,70.3988592242822,91.24862618464977,234.55158452829346,458.8794196327217,1
0.5202088,0.62598586,0.20046546,2378.2202,-0.8143392216321793,0.5532897715075938,4.961192400577653,-3.6307910956600296,-781.5717624760272,365.94694991190147,-77.22008492824784,-1594.7357460695516,0.0035924087,0.6864379,0.99999446,-0.9999999,959.7619047619048,179.9502324749831,1000,155,10,370.79599801556753,-1.8674679318931926,0.8653152595404842,3.5303448543117284,-5.324729518802538,-1867.4679318931921,266.9342777287876,-1517.853354461301,-2558.5983196190696,0.14308867,0.8483033,1.0,-1.0,1000.0,0.0,1000,1000,-781.5717624760272,30,30000,35,71.31138968188316,68.99939742684364,90.1054140101187,230.4162011188455,687.9972094837576,2
0.40301117,0.5698511,0.17022446,2819.0154,-1.213892144219727,0.7565466376886774,5.608084591973377,-3.7131194327943735,-1021.2879240035296,552.868725426199,165.4034169855606,-1875.1270224111954,-0.04320888,0.7594956,1.0,-1.0,841.3333333333334,354.83525128650274,1000,25,10,885.1419536107527,-1.9850945607742163,0.8168629408835508,4.7151429527304485,-4.568121772710821,-1985.094560774216,239.56794105092158,-1540.9942652961922,-2354.413025715113,0.13181457,0.8709665,1.0,-1.0,1000.0,0.0,1000,1000,-1021.2879240035296,40,40000,45,69.44714489998296,67.70273070968688,90.3908274853602,227.54070309503004,916.606689717155,3
0.57069045,0.5545902,0.17502579,3076.26,-1.3314689992765405,0.8840323692749726,6.020747897730377,-2.799699961861207,-853.1387612864432,740.1105159201867,219.36858838885954,-1880.4481213193005,-0.07656669,0.7822625,0.9999996,-1.0,640.75,463.96551595996874,1000,15,10,556.6753098756891,-1.9876458739087084,0.8229770774733517,3.6480568873388854,-4.66771776820169,-1987.645873908708,112.35545055911744,-1792.986517891473,-2204.246500625603,0.11729027,0.8756657,1.0,-1.0,1000.0,0.0,1000,1000,-853.1387612864432,50,50000,55,83.05037179263309,68.78832732094452,92.76856350526214,244.60726261883974,1162.9333937875926,4
0.41000584,0.48409668,0.13525793,3226.1045,-1.3313611734378852,0.84556030941224,5.251772602326113,-3.52589735018541,-803.7114142591937,730.0799282987792,203.76569201773225,-1884.1780661432929,-0.10171103,0.7791458,1.0,-1.0,603.6764705882352,473.8682939748154,1000,11,10,460.66636715868987,-2.093832098398668,0.8279882963126493,5.13788973764402,-5.408294204343051,-2093.832098398667,175.09590284627328,-1669.7068676459382,-2329.6306507383906,0.046780817,0.8938721,1.0,-1.0,1000.0,0.0,1000,1000,-803.7114142591937,60,60000,65,78.65429676510394,70.54268800932914,91.04542473191395,240.24240950634703,1403.7787510105409,5
0.4540979,0.44509968,0.12868479,3309.2073,-1.327936399962998,0.8759757659250186,5.852025434792695,-3.9615834830575984,-738.9228323349656,745.1307554923746,80.05369145169887,-2147.3466510184016,-0.07780491,0.78174174,1.0,-1.0,556.4444444444445,469.920173152635,1000,13,10,635.9746942428744,-2.197204471761054,0.8688173137199575,2.682927174402379,-4.687606819264065,-2197.204471761052,213.50827156595324,-1898.5550047564973,-2583.5155219229446,0.029683527,0.90823334,1.0,-1.0,1000.0,0.0,1000,1000,-738.9228323349656,70,70000,75,79.74580444814637,71.12489094398916,94.20622420823202,245.07691960036755,1646.7810395485722,6
0.3904418,0.41367045,0.13108724,3823.6694,-1.0683074850851177,0.8941598599086823,5.746903357580923,-3.6790520481537854,-747.1386448190283,672.4555125326171,226.44255150467967,-1819.7752563962006,-0.08088695,0.7422745,1.0,-1.0,699.3666666666667,427.420907563285,1000,21,10,226.86523123385027,-2.250620908192442,0.6290807573388139,2.9823260185326212,-4.998223283294087,-2250.6209081924417,118.22207219909018,-1994.806371872768,-2391.5829952442155,0.005671657,0.9080454,1.0,-1.0,1000.0,0.0,1000,1000,-747.1386448190283,80,80000,85,77.91211443999782,69.08650768408552,90.56159098586068,237.56021310994402,1888.0593239851296,7
0.3305571,0.39892116,0.10887304,3580.2295,-1.310792978857257,0.9443407679944585,5.500490596129717,-4.310880483561121,-684.4633237347886,791.4290225387633,187.83161692701069,-2328.148062307412,-0.06856496,0.7811189,1.0,-1.0,522.175,478.246478685416,1000,11,10,304.1134236254347,-2.1989520919877212,0.7275657151523964,2.5867397667572973,-4.959379111483058,-2198.9520919877205,178.77351565970207,-1985.6003071537382,-2524.296809600639,0.058849726,0.9017784,1.0,-1.0,1000.0,0.0,1000,1000,-684.4633237347886,90,90000,95,81.13768460182473,72.78452403703704,93.95510410750285,247.87731274636462,2135.735508542042,8
0.32683578,0.36799973,0.095441446,3818.4736,-1.3515513291925476,1.0612564559649464,6.578259951930775,-3.45850107463329,-756.284289718985,821.1440844223646,328.74222877282216,-2402.8253239562587,-0.023378633,0.79529965,1.0,-1.0,559.5675675675676,477.9715325991333,1000,12,10,680.7635199218164,-2.2106456379467305,0.7183571883929826,4.049169077923473,-4.394659541589805,-2210.64563794673,120.71165692823493,-1977.561789229045,-2413.523314740557,0.05496514,0.9028665,1.0,-1.0,1000.0,0.0,1000,1000,-756.284289718985,100,100000,105,91.33133663237095,72.57774834288284,93.52926058182493,257.4383455570787,2393.7348248409107,9
