MSE,Inverse-Dynamic-MSE,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
13.592902,2.5368576,5.230648680482789,0.541591171180405,5.701055432536565,0.27754041504998916,165.80576054994725,2.824414435158611,174.54511829219925,158.97809527923923,0.022315841,0.11537154,0.3509741,-0.42358205,31.698890649762284,0.47235664266335775,33,31,10,4.80481059312208,0.3629366814269535,6.119582009536714,-4.135852582973307,4804.81059312208,116.48564646246734,4920.227243829277,4632.640000626098,-0.0076459106,0.5145019,0.9995587,-0.9998289,1000.0,0.0,1000,1000,165.80576054994725,6,10000,10,10.075293915346265,0,23.255873476155102,33.33116739150137,61.79090130701661,0
13.592902,1.2373672,5.398557587765486,0.5827707543382511,6.873920874224647,1.406224682746863,246.87924311174135,9.953901346766196,283.5438927925598,226.83216764067913,0.023799231,0.20701726,0.772025,-0.81086385,45.730593607305934,1.415996386419057,51,43,10,4.884507324869441,0.31659291569300324,7.129119104283974,-4.609301440416013,4884.5073248694425,36.7921778827579,4950.377295937928,4820.073346668317,-0.009596964,0.46289372,0.9909888,-0.999306,1000.0,0.0,1000,1000,246.87924311174135,16,20000,20,16.169739636592567,28.502877575811,25.307353949639946,69.97997116204351,133.6790890255943,1
13.592902,0.7581215,5.190136986399341,0.5102732590188815,6.255279467445953,0.9856199187498405,310.33920589422445,19.278836964283197,358.33356102883533,256.2064764045444,0.03526479,0.23954242,0.92517465,-0.863358,59.79402985074627,3.666218540563101,69,48,10,4.853014640137301,0.36317315594240684,7.287057057400364,-5.184356715850134,4853.014640137302,61.56731562782501,4926.377060431359,4707.041060939562,0.11012949,0.6748713,0.99916196,-0.9999986,1000.0,0.0,1000,1000,310.33920589422445,26,30000,30,15.660585942212492,30.41353641776368,24.209568616002798,70.28369097597897,203.1133400341496,2
13.592902,0.3833329,5.390826717699235,0.48930226423894696,6.3350610052797505,1.3111063428369416,267.7087223357687,11.326463811466786,304.91326689996674,238.30598363776363,0.065573625,0.22958496,0.9935893,-0.9998017,49.660049627791565,2.063764417451293,57,44,10,4.833543344445831,0.33646098006015523,6.599163382301347,-5.4300173309099335,4833.54334444583,27.434100552989584,4885.731460103224,4796.334433323307,0.08781689,0.7039624,0.9999501,-1.0,1000.0,0.0,1000,1000,267.7087223357687,36,40000,40,17.192801635246724,29.671653046738356,24.263634723611176,71.12808940559626,272.59684759844095,3
13.592902,0.47506472,5.5279510702177,0.4992904098449957,7.526967743019975,0.8958867003257236,450.8426110641371,56.02405515944602,724.5091656979995,300.6848843673272,0.08620577,0.35261258,0.98948157,-0.9973867,81.5569105691057,10.542346519167992,136,55,10,4.835869540292627,0.3634964864876496,7.351015813303626,-6.541123458235283,4835.86954029263,36.99283976700142,4894.9788374705495,4774.121105895189,0.08837477,0.7253159,0.99999464,-1.0,1000.0,0.0,1000,1000,450.8426110641371,46,50000,50,12.326225691009313,27.918173412792385,22.466428317129612,62.71082742093131,334.7289931490086,4
13.592902,0.3427935,5.578069750779034,0.8804945746508158,7.62105800044457,-4.234680134735273,316.46459744717197,37.17645522344807,488.02911822912,231.93335839244526,0.07097475,0.39303157,0.999714,-0.99996793,56.73371104815864,5.874747620045169,87,43,10,4.806942086032316,0.3768733738926196,7.39540016995092,-4.91022032414841,4806.942086032315,65.77956554487277,4906.7139877790905,4705.13123630856,0.095729716,0.77794915,0.9999983,-1.0,1000.0,0.0,1000,1000,316.46459744717197,56,60000,60,12.30584776122123,27.3582582520321,22.117275525350124,61.781381538603455,396.1022285884246,5
13.592902,0.4112491,5.556842173745452,0.7784698840219328,7.378291455045214,-4.17648692056982,305.32183505332887,41.837224969562726,423.0426019927764,212.09571956012374,0.07871609,0.36488515,0.9998546,-0.999939,54.945205479452056,6.618136995147903,75,40,10,4.809320871008068,0.4087609994158998,7.6639060850823135,-6.76630247957633,4809.320871008066,87.3129143226446,4898.497292029932,4608.8451854231025,0.12245471,0.8279374,0.9999975,-0.99999994,1000.0,0.0,1000,1000,305.32183505332887,66,70000,70,15.4133819648996,26.921047986950725,21.588753663934767,63.92318361578509,461.7463763593696,6
13.592902,0.24758548,5.566938226237208,0.6941812990346083,7.343533546278782,-1.859114063752168,304.20427465777095,21.76698573126518,396.09044311475134,266.5515849732131,0.10057431,0.4361003,0.9995229,-0.9982657,54.6448087431694,3.5803902527975815,69,49,10,4.828373627621856,0.4261088441379105,7.610132384165006,-4.4505084945825395,4828.373627621857,61.90047231439776,4920.955190413801,4683.43148802671,0.11495037,0.8137912,0.99999976,-1.0,1000.0,0.0,1000,1000,304.20427465777095,76,80000,80,13.714331217575818,28.657065290026367,22.88701500603929,65.25841151364148,526.0046617528424,7
13.592902,0.22118561,5.494865623295039,0.4994269155710328,6.83970577104532,0.9794403207514879,409.1734323428361,27.177641791319733,488.30305963234235,290.3651361483555,0.10717408,0.4564199,0.9999998,-0.9999477,74.46468401486989,5.495153152690912,91,53,10,4.835540766973511,0.3970808306665933,7.3859170184051095,-3.1619967331820575,4835.54076697351,48.33522221847953,4890.748558240577,4735.95219192887,0.11146741,0.8131021,1.0,-1.0,1000.0,0.0,1000,1000,409.1734323428361,86,90000,90,13.601119182538241,27.68474843678996,23.39470727648586,64.68057489581406,589.7804020275362,8
13.592902,0.34531748,5.522843152593798,0.531924325901134,6.865915767496058,0.18541461249953883,387.4679994992817,32.57651636364225,620.2445760220971,301.9358023967499,0.112530634,0.44583935,0.9999995,-0.9982416,70.15734265734265,6.764241536780057,130,56,10,4.809485364768605,0.4102267394372231,7.32639826219703,-4.871336889862389,4809.485364768605,63.40353492088246,4879.403842267372,4685.759179943457,0.108042166,0.8194404,1.0,-1.0,1000.0,0.0,1000,1000,387.4679994992817,96,100000,100,13.792338435538113,26.75112542975694,22.002115652430803,62.545579517725855,652.3639072198421,9
13.592902,0.22212774,5.4484404534453725,0.5799781429991023,6.909794185007888,-0.5325149824997188,313.1444181303474,18.26239012652959,375.33350274844713,271.3887863904474,0.12009488,0.41421795,0.99997777,-0.999984,57.474137931034484,3.2513336085133733,67,50,10,4.814148778190669,0.42932570190698316,7.741052627279502,-1.3637023375847281,4814.148778190668,49.82621963512013,4867.819917619486,4729.879686296522,0.10194769,0.843501,0.99999994,-1.0,1000.0,0.0,1000,1000,313.1444181303474,106,110000,110,12.732465676032007,26.786741605959833,20.812598447781056,60.331805729772896,713.5058517549187,10
13.592902,0.2121601,5.471582432968942,0.5374104788979076,7.620064363752601,1.014223789729145,331.1051242669725,46.19017368951731,481.46918205926806,259.94143464435064,0.11427266,0.39320266,0.99999547,-0.9963019,60.51359516616314,7.0955261896928485,84,47,10,4.7762852144261645,0.45569273026670526,7.932967039338863,-3.726338786386341,4776.285214426164,67.22440205562978,4863.790724820881,4653.739161749536,0.104591325,0.8571427,1.0,-1.0,1000.0,0.0,1000,1000,331.1051242669725,116,120000,120,12.42827413091436,27.615772577002645,20.740901593118906,60.78494830103591,772.152301213704,11
13.592902,0.2146095,5.573358948652816,0.627887200575967,7.213762562865696,-0.3665355984671992,348.1526281569665,32.91153097387839,415.86421518004414,244.6381945800622,0.10995584,0.451486,0.99999946,-0.99942935,62.467289719626166,5.383691347929384,73,45,10,4.826884033228676,0.40769472224541065,7.384608631075938,-3.936083915076333,4826.884033228676,68.67502907443142,4927.935946772821,4647.302357837362,0.11857939,0.845269,1.0,-1.0,1000.0,0.0,1000,1000,348.1526281569665,126,130000,130,11.730733207426965,25.474779441952705,20.303917680401355,57.509430329781026,829.58912962256,12
13.592902,0.1520958,5.547141518986702,0.5397764005240747,7.12803040010952,0.8000993577514794,406.62782446139886,37.75701069012762,484.300666103139,285.2960518553569,0.10141672,0.40238744,0.9999978,-0.9992905,73.3040293040293,6.413060611133476,88,55,10,4.843567677081727,0.4579705445407422,8.312428246257326,-1.59888020123657,4843.567677081728,86.57364629681898,4910.987768840249,4593.713911303035,0.13426593,0.8270754,1.0,-1.0,1000.0,0.0,1000,1000,406.62782446139886,136,140000,140,12.986084987875074,25.39173009293154,20.547127513214946,58.92494259402156,891.6638700217009,13
