Disc CE Loss,Disc Acc,Grad Pen,Grad Pen W,Disc Rew Mean,Disc Rew Std,Disc Rew Max,Disc Rew Min,Total Rew Mean,Total Rew Std,Total Rew Max,Total Rew Min,Reward Scale,QF1 Loss,QF2 Loss,VF Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Test Pred_Real_MSE,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.69977677,0.29882812,0.74738073,4.0,-1.1243765,0.10843326,-0.32001886,-1.2710681,-1.1243765,0.10843326,-0.32001886,-1.2710681,2.0,1.0555012,1.0727139,0.25263166,-0.6618967,-0.0054086973,0.0005394477,-0.004347023,-0.0068329046,0.0064504724,0.0005706911,0.008384162,0.0042025093,-0.004449137,0.00058124476,-0.0028994954,-0.0075496286,-0.67825866,0.21575904,-0.26091838,-0.9202311,-0.0002462552,0.0005096559,0.0009454654,-0.0012564345,0.0011207511,0.00046561204,0.001614015,0.00028386503,1.0,0.0,1.0,1.0,15.01350337584396,1.026197337099339,17.0,13.0,-0.04541501,0.0002705406,-0.04505556,-0.04615583,15.01350337584396,1.026197337099339,17,13,10,0.296342866848461,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.030563837,0.60762125,0.9982057,-0.99811256,1000.0,0.0,1000,1000,15.01350337584396,6,10000,10,26.216722602257505,0,40.289490727940574,66.50621333019808,129.28199750115164,0
0.3754208,0.9902344,0.0078973,4.0,-1.5097306,0.20614822,-0.34516293,-2.0610774,-1.5097306,0.20614822,-0.34516293,-2.0610774,2.0,0.009169403,0.009232198,0.009744307,3.598115,-4.260467,0.17832372,-3.9634233,-4.6475782,-4.261158,0.17800137,-3.9640346,-4.620388,-3.5388675,0.16310357,-3.2990181,-3.9046915,-0.67688185,0.12781452,-0.4519645,-1.6272326,-0.045287225,0.0055411644,-0.03540868,-0.057945088,-0.13593343,0.004214379,-0.12827897,-0.14464273,1.0,0.0,1.0,1.0,15.952950558213717,1.2873523151031512,19.0,14.0,-0.023554264,0.015714642,0.003139536,-0.053127483,15.952950558213717,1.2873523151031512,19,14,10,0.3811620796419869,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.012550862,0.5853025,0.9978101,-0.99620324,1000.0,0.0,1000,1000,15.952950558213717,16,20000,20,42.38154686708003,62.7957370969234,40.81088108581025,145.9881650498137,275.34678193205036,1
0.2665889,0.9921875,0.0024852813,4.0,-1.5054832,0.19869918,-0.2929436,-2.7285073,-1.5054832,0.19869918,-0.2929436,-2.7285073,2.0,0.03025236,0.030986827,0.03278012,13.122398,-13.684365,1.0601374,-11.890914,-17.927122,-13.665947,1.0628206,-11.873851,-17.812016,-13.117183,0.9941337,-11.868645,-17.104893,-0.6644641,0.23508981,-0.036687136,-2.0293565,-0.03806793,0.13859902,0.3615526,-0.3222504,-0.14537922,0.014062768,-0.12015413,-0.1941603,1.0,0.0,1.0,1.0,16.18108326596605,1.2207573316394624,19.0,14.0,-7.501601e-05,0.038511217,0.05390331,-0.09782361,16.18108326596605,1.2207573316394624,19,14,10,0.3408164971382727,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.02828184,0.57884073,0.9966478,-0.9992901,1000.0,0.0,1000,1000,16.18108326596605,26,30000,30,43.147056323010474,62.89172758394852,42.266366747324355,148.30515065428335,423.49050338438246,2
0.25782365,1.0,0.0016741568,4.0,-1.4555148,0.1892811,-0.2915931,-1.9153863,-1.4555148,0.1892811,-0.2915931,-1.9153863,2.0,0.14381848,0.13291661,0.016040461,22.650768,-23.42015,1.85454,-20.44215,-33.565907,-23.439041,1.8454341,-20.443817,-33.323956,-22.752857,1.7361789,-20.758846,-31.971157,-0.6367845,0.32403705,0.4361627,-2.2213583,-0.07215507,0.25038052,0.55615824,-0.6582664,-0.18113586,0.016394427,-0.14514957,-0.2397406,1.0,0.0,1.0,1.0,19.651277013752456,1.7009194727938748,24.0,17.0,0.02758801,0.047458246,0.10327512,-0.11685917,19.651277013752456,1.7009194727938748,24,17,10,0.0790773084313512,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.055979237,0.5731679,0.99477285,-0.99695134,1000.0,0.0,1000,1000,19.651277013752456,36,40000,40,42.07905249285977,62.71119683899451,42.697789144935086,147.48803847678937,571.8938656171085,3
0.26901424,0.9941406,0.0012027877,4.0,-1.4630153,0.17158608,-0.31220672,-2.7646203,-1.4630153,0.17158608,-0.31220672,-2.7646203,2.0,0.09719675,0.10052623,0.14992878,31.647211,-31.801838,1.3183777,-27.533188,-38.378674,-31.799452,1.305821,-27.774403,-37.983006,-31.64146,1.1571252,-28.5189,-37.398632,-0.6258313,0.3264112,0.65792954,-2.989925,-0.06426838,0.23029761,0.6012014,-0.97807163,-0.19623747,0.034147702,-0.16386855,-0.3681296,1.0,0.0,1.0,1.0,23.887828162291168,2.5237430641814593,32.0,20.0,0.040916838,0.049407355,0.1365695,-0.10811714,23.887828162291168,2.5237430641814593,32,20,10,0.05185316297700742,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.019671865,0.5756353,0.9957011,-0.99586284,1000.0,0.0,1000,1000,23.887828162291168,46,50000,50,40.10392904479522,63.630081868963316,44.19732337095775,147.93133428471629,721.5624365438707,4
0.27304882,0.9902344,0.0011787972,4.0,-1.4270406,0.26423258,-0.29257318,-3.3640306,-1.4270406,0.26423258,-0.29257318,-3.3640306,2.0,0.13705686,0.13707137,0.029242035,40.741684,-41.251984,1.785046,-34.9217,-56.704704,-41.24945,1.7838255,-35.019936,-56.86538,-40.65918,1.704971,-35.35583,-56.47767,-0.629647,0.28295207,0.5355748,-2.096958,-0.0074901097,0.23599838,0.8705105,-0.81300795,-0.24907929,0.05328623,-0.18774073,-0.47209394,1.0,0.0,1.0,1.0,30.57709923664122,5.828052257168727,66.0,23.0,0.041600693,0.04793255,0.15294674,-0.12438236,30.57709923664122,5.828052257168727,66,23,10,0.052831568954936015,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.0071451957,0.56567526,0.99508584,-0.9964954,1000.0,0.0,1000,1000,30.57709923664122,56,60000,60,45.0160363309551,65.39054274105001,41.28165533475112,151.68823440675624,872.4248365906533,5
0.27740806,0.9921875,0.0012988537,4.0,-1.427376,0.30403903,-0.31823805,-3.3579516,-1.427376,0.30403903,-0.31823805,-3.3579516,2.0,1.6265634,1.6697595,0.2271766,49.564747,-49.61947,3.1942067,-40.886692,-78.93441,-49.576256,3.1698756,-41.095116,-78.85126,-49.60753,3.128533,-42.1095,-79.563095,-0.6048314,0.35948431,1.1092874,-2.7380152,0.036422353,0.29037657,1.2020868,-1.0452577,-0.26852953,0.05534582,-0.19272354,-0.60815537,1.0,0.0,1.0,1.0,29.523598820058996,3.9272744230097962,44.0,24.0,0.050045054,0.05462216,0.17181352,-0.09478962,29.523598820058996,3.9272744230097962,44,24,10,0.06901140939734329,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.0018983918,0.56680894,0.9987121,-0.99499875,1000.0,0.0,1000,1000,29.523598820058996,66,70000,70,43.941290363902226,64.55099319899455,41.99416691623628,150.48645047913305,1024.3780191988917,6
0.27700436,0.9921875,0.001355082,4.0,-1.4607155,0.22144008,-0.33822587,-3.4445534,-1.4607155,0.22144008,-0.33822587,-3.4445534,2.0,0.14704601,0.16995752,0.07740456,56.857517,-57.715183,2.8508139,-47.59579,-74.37302,-57.75692,2.8180146,-47.83879,-73.42523,-56.84131,2.7515645,-47.908997,-72.42218,-0.6218479,0.27881122,0.6100921,-1.4995235,0.041555293,0.26720023,0.79933107,-0.8838869,-0.25774217,0.04612207,-0.18745726,-0.45016876,1.0,0.0,1.0,1.0,46.198614318706696,9.63237889895832,89.0,34.0,0.0089960955,0.066330954,0.18792678,-0.1821393,46.198614318706696,9.63237889895832,89,34,10,0.18135394749011355,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,0.0022664908,0.5624322,0.99640995,-0.9940536,1000.0,0.0,1000,1000,46.198614318706696,76,80000,80,46.68640036706347,66.02173926809337,42.77293042303063,155.48107005818747,1181.4680746950908,7
0.28998375,0.9824219,0.0013054712,4.0,-1.4589924,0.3059604,-0.33331206,-3.7140028,-1.4589924,0.3059604,-0.33331206,-3.7140028,2.0,0.30977547,0.29764718,0.06519297,65.289894,-65.92284,5.0795307,-53.282505,-109.884476,-65.90462,5.085923,-53.588272,-110.47741,-65.33911,4.99547,-53.95774,-109.3866,-0.62714815,0.3772407,0.80309904,-2.5956478,0.020999623,0.27607718,0.82004595,-0.95575553,-0.30647677,0.05912059,-0.21303189,-0.5528348,1.0,0.0,1.0,1.0,34.114139693356044,2.931748506004892,42.0,29.0,-0.065993205,0.06566908,0.14972089,-0.19432539,34.114139693356044,2.931748506004892,42,29,10,0.25283592030561874,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.0048239976,0.5598527,0.99537146,-0.99649316,1000.0,0.0,1000,1000,34.114139693356044,86,90000,90,47.51004249998368,67.63704658695497,42.68164358113427,157.82873266807292,1340.6645936953137,8
0.28592777,0.9824219,0.001335409,4.0,-1.4118633,0.24596336,-0.34853834,-2.4473724,-1.4118633,0.24596336,-0.34853834,-2.4473724,2.0,0.8820183,0.9410709,0.27092087,73.47528,-74.26853,6.088804,-59.04495,-129.30841,-74.2993,6.03952,-59.40217,-129.18504,-73.09132,6.123267,-59.412342,-128.73814,-0.62273574,0.48142844,0.9709754,-5.962608,-0.041218836,0.29911008,0.95580566,-1.2738935,-0.31923866,0.06950875,-0.22349566,-0.66511613,1.0,0.0,1.0,1.0,26.900537634408604,1.2250958844119124,29.0,25.0,-0.089252755,0.08684467,0.21562697,-0.21353696,26.900537634408604,1.2250958844119124,29,25,10,0.32287950883467414,1.0,0.0,1.0,1.0,1000.0,0.0,1000.0,1000.0,-0.010043838,0.5539217,0.9975056,-0.99705297,1000.0,0.0,1000,1000,26.900537634408604,96,100000,100,46.72294438211247,69.00434918201063,42.954134492902085,158.6814280570252,1497.4659614461707,9
