Disc CE Loss,Disc Acc,Grad Pen,Grad Pen W,Disc Rew Mean,Disc Rew Std,Disc Rew Max,Disc Rew Min,Reward Scale,QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,Alpha Mean,Alpha Std,Alpha Max,Alpha Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.79143417,0.4140625,0.86212456,4.0,-7.7214775,2.1435301,-0.45224425,-10.000046,2.0,0.6115729,0.5934932,0.02772811,0.031462338,0.015898328,0.054495413,0.0049593747,0.014045313,0.0064382395,0.025079887,0.00033441163,0.0,0.0,0.0,0.0,-0.1765791,0.39170054,0.9895091,-0.89783585,-0.004028049,0.006787633,0.007841956,-0.016015405,0.006235751,0.008554797,0.027581874,-0.003679504,2.345446767081573,0.6465574240248833,3.1866251226370705,1.0057958848241484,276.96966970095633,1.3078331196127375,279.3086773414264,274.08598762778814,0.060323924,0.2658096,0.9935376,-0.51996714,118.08823529411765,0.6023311117368004,119,117,10,1.0522470720941748,0.7569548228455705,5.115802743757952,-2.165231724776978,1052.2470720941749,184.56740122295656,1274.8666012007018,808.1577171713084,0.06719406,0.76069635,1.0,-1.0,1000.0,0.0,1000,1000,276.96966970095633,6,10000,10,168.06577308359556,0,15.654046572977677,183.71981965657324,205.20561178191565,0
0.02509839,0.9921875,0.00065718114,4.0,-7.516877,3.0921984,-0.30834636,-10.000046,2.0,3.008583,2.8113832,288.50983,-293.57327,84.656685,9.479186,-518.8471,-294.13272,84.861374,8.527156,-520.59454,0.0,0.0,0.0,0.0,22.577908,5.6088676,41.38122,2.030395,-1.1119561,4.3338914,9.745261,-8.221529,-1.2967607,0.53739697,-0.1290612,-4.4325137,1.0397008921264912,0.32594829696583066,2.5309364217866306,0.02734761383489283,471.7303765124347,307.37698088907695,996.65264572109,168.70598608894431,0.19155301,0.41365597,0.9998309,-0.999651,453.7173913043478,295.9967437426267,1000,179,10,1.2369372677376973,0.8843568321015519,4.808443380917661,-2.4651829633629987,1236.9372677376973,138.70236018022516,1474.071578679344,994.2256591554541,-0.4504024,0.6455767,1.0,-1.0,1000.0,0.0,1000,1000,471.7303765124347,16,20000,20,281.85680695297197,21.520258100004867,16.198934545041993,319.5759995980188,526.1810452884529,1
0.053764977,0.9863281,0.02859358,4.0,-5.7395134,3.4363468,-0.51923084,-10.000046,2.0,35.35077,38.293236,555.1427,-567.15625,340.87155,-12.590206,-1014.7099,-567.80664,341.98987,-12.804804,-1014.09863,0.0,0.0,0.0,0.0,20.24679,7.004902,38.29447,5.5751414,-0.20510276,3.9664478,9.810346,-10.640914,-1.8718623,0.8489593,0.08379167,-4.328823,1.1834073073301399,0.3895046929846532,2.196960796029214,0.1903972926703627,1183.4073073301397,33.48801774777432,1246.0600919016051,1130.1965189778878,0.16521233,0.42845234,0.9992296,-0.9996347,1000.0,0.0,1000,1000,10,1.2945203361540336,0.8922514913818985,5.830569614838757,-5.29849951636961,1294.520336154033,280.3979341424464,1749.2233089102936,992.3892736076682,0.09064883,0.5734934,1.0,-1.0,1000.0,0.0,1000,1000,1183.4073073301397,26,30000,30,281.331367862178,22.89480445208028,15.931700577028096,320.1578728912864,845.1036274745129,2
0.08470935,0.9863281,0.010093165,4.0,-4.816268,2.7355444,-0.32971343,-10.000046,2.0,23.215364,24.320595,454.7074,-457.66638,466.50806,-43.135296,-1323.1167,-457.71204,466.6193,-40.88819,-1328.1566,0.0,0.0,0.0,0.0,15.5467415,6.0132008,37.214607,3.178572,0.06570617,3.1144233,13.847525,-13.729396,-2.721283,1.0128993,0.33527416,-5.4969907,2.291417537691685,0.5418472938047912,3.808161834274813,0.9504212980744711,319.90734845662246,38.09432808803025,386.65317650842934,287.6796827882635,0.08557801,0.5315672,0.9999522,-0.99994755,139.61111111111111,12.394057217916481,162,129,10,1.4095590296432499,1.0488484862051572,6.286848205986652,-3.682077142160873,1409.55902964325,277.7286837388104,2098.426447926539,1155.951822497209,0.019375008,0.5577257,1.0,-1.0,1000.0,0.0,1000,1000,319.90734845662246,36,40000,40,281.7622635534499,21.65491844690405,16.773569526150823,320.19075152650476,1165.1671999651007,3
0.09822682,0.9765625,0.006059096,4.0,-6.209604,3.2671251,-0.27189887,-10.000046,2.0,22.681765,25.737518,431.76697,-431.11,313.34116,-30.82186,-1094.035,-429.809,312.5949,-35.637928,-1090.6405,0.0,0.0,0.0,0.0,17.542963,7.469309,44.21324,2.9761815,1.0197245,3.5502348,16.567513,-10.597859,-2.723201,0.9046774,2.0,-5.557211,2.0508861639135847,0.6607631116548035,4.115318616990279,1.006334953027211,430.85700160217885,21.475288785846885,460.3949276968877,387.8713826160406,0.050551716,0.4532807,0.9999823,-0.9987871,210.08333333333334,6.628012941716059,220,197,10,1.4989809305174708,1.1032686428373688,5.7301002936708345,-4.292727123112221,1498.980930517471,263.8082961455831,2051.312330380885,1143.7975695264317,0.11297745,0.5921121,1.0,-1.0,1000.0,0.0,1000,1000,430.85700160217885,46,50000,50,279.89858186617494,21.545878882985562,15.617489008698612,317.0619497578591,1482.7225703848526,4
0.07817322,0.9921875,0.005481305,4.0,-6.1347227,3.5785847,-0.255191,-10.000046,2.0,60.70703,54.920876,646.76105,-658.22327,390.75714,-54.70734,-1907.071,-656.27686,390.3429,-52.534225,-1903.0552,0.0,0.0,0.0,0.0,16.938934,6.641877,42.84488,5.5318418,-0.2160892,3.0014257,9.969573,-11.236014,-2.9841957,0.7774365,-0.8349992,-5.7270136,2.267789647208012,0.8516185912370983,5.658090270539807,0.8325848483685195,827.1659656843625,295.15359698951846,1494.2852736907118,456.7162771045976,0.06453926,0.51333225,1.0,-1.0,364.74545454545455,84.93617243807113,577,237,10,1.7916777337609324,1.3899534837933338,5.094859755836216,-3.9288463305422456,1791.6777337609321,424.68646423471523,2453.2204326874817,927.8099338690052,0.09865518,0.6363997,1.0,-1.0,1000.0,0.0,1000,1000,827.1659656843625,56,60000,60,276.4944849757012,22.052927984157577,14.532511226367205,313.079924186226,1794.8772790576331,5
0.10082816,0.98828125,0.041899182,4.0,-5.2560577,3.4359596,-0.16234341,-10.000046,2.0,57.78565,47.72661,659.69116,-660.5919,415.3449,-15.707476,-1869.9613,-661.6383,416.29462,-13.78845,-1872.4976,0.0,0.0,0.0,0.0,19.495415,7.365524,46.400784,7.1490884,-0.06553643,3.575664,15.954889,-15.501025,-3.3502076,0.9545343,-0.17410642,-6.063402,2.3719490237312466,0.7497131042484343,5.57522700726175,0.9483293011551117,969.7476388622831,164.41899259612748,1636.5623123532562,649.7786662954799,0.06933369,0.5266087,1.0,-1.0,408.84,89.0351301453533,781,301,10,1.572284319009436,1.4879119446408366,5.984057238693521,-4.474610569623879,1572.284319009436,406.88580654935623,2201.345870539057,807.1450704809193,0.16808689,0.7052921,1.0,-1.0,1000.0,0.0,1000,1000,969.7476388622831,66,70000,70,281.93256914708763,21.137553862994537,16.0647901808843,319.1349131909665,2115.0413236706518,6
0.12673567,0.96875,0.018453382,4.0,-5.293015,3.2098444,-0.28971758,-10.000046,2.0,101.678406,124.18912,573.4959,-580.3181,359.86435,-42.041763,-1445.7426,-582.1129,362.0185,-58.445908,-1460.3174,0.0,0.0,0.0,0.0,17.693584,7.6044526,45.151043,5.3468747,0.22171783,3.2857583,14.249309,-17.100225,-3.5703678,0.8818756,-0.9829946,-7.0740843,1.9392681138891446,0.3754576372500108,3.1343416102045105,0.9865782781971987,235.3448770455529,1.930050874824425,242.99278981946424,233.0625552439091,0.0430554,0.37061927,0.99273634,-0.9999969,121.35757575757576,0.7858715690548098,124,120,10,1.6147668379139322,1.0500084737489797,6.549927358207185,-4.00529841131647,1614.7668379139334,299.9096309346175,2130.238384406463,1078.634701365062,0.08974538,0.49795076,1.0,-1.0,1000.0,0.0,1000,1000,235.3448770455529,76,80000,80,280.8946086189244,22.15927533688955,16.15640279534273,319.2102867511567,2434.5759125049226,7
0.11121151,0.9824219,0.0064269584,4.0,-4.694989,3.2413933,-0.20124906,-10.000046,2.0,83.62073,85.45363,644.5423,-636.08203,355.99368,-116.353226,-1392.6106,-639.2361,357.4947,-121.959854,-1402.167,0.0,0.0,0.0,0.0,16.607298,6.93027,43.449844,6.112297,0.18328725,2.9674854,19.87802,-11.817298,-3.6481168,0.84278494,0.13787389,-5.6752133,1.9347916316662561,0.3611637416511699,2.819497390858427,0.9906208331351983,255.85073550323523,2.9249937757774926,259.30591387659865,242.98992216008077,0.0023280163,0.34964672,0.9993123,-0.99999946,132.23684210526315,2.1846860611070795,135,123,10,2.0558892441416496,1.2371250727875887,5.317097985568066,-3.7800916243351,2055.889244141651,456.448224673065,2951.395599204598,1379.141381957353,0.02162046,0.565658,1.0,-1.0,1000.0,0.0,1000,1000,255.85073550323523,86,90000,90,272.18567075324245,22.498248542193323,15.43402693234384,310.1179462277796,2743.575539458776,8
0.10291031,0.98046875,0.009661989,4.0,-5.6091433,3.3546124,-0.2404429,-10.000046,2.0,46.552723,47.775738,643.6578,-644.8867,360.08,-177.368,-2060.1748,-643.3688,360.3024,-174.35912,-2057.0881,0.0,0.0,0.0,0.0,14.62582,4.6578393,34.50754,5.398373,0.06871055,2.483838,10.402033,-18.08395,-3.8193312,0.8049228,0.031611323,-5.7883396,2.5461923492727476,0.650964272674715,5.1119220211055,0.38717049201760767,930.1009179861595,266.8672135053538,1644.8050376412123,379.81905270088646,-0.004773112,0.46486947,0.99999976,-1.0,365.2909090909091,96.32571123344016,644,178,10,1.7642325053221404,1.1901727055850415,5.814527159883223,-3.8788969023279654,1764.2325053221416,386.6276563597035,2432.6925755823877,1143.067402809948,0.10007805,0.5821299,1.0,-1.0,1000.0,0.0,1000,1000,930.1009179861595,96,100000,100,277.754953709431,21.373987954109907,15.012189706321806,314.1411313698627,3057.9792634262703,9
0.10532398,0.98828125,0.017777862,4.0,-4.7665195,3.213489,-0.25378656,-10.000046,2.0,88.965965,68.17198,787.70654,-780.0952,455.57974,-186.80626,-2010.1498,-781.86536,456.3803,-179.20404,-2007.8765,0.0,0.0,0.0,0.0,15.324648,5.0687413,34.240852,3.3816087,-0.11854613,2.504268,8.662073,-16.753351,-3.767081,0.98181206,-0.10832894,-5.999487,1.9635882394241062,0.3955526477850233,5.674887468201186,0.5305907953472196,285.53134203277926,27.46102763457193,476.80907745268945,270.0706973648037,0.008887431,0.39160335,0.9988555,-1.0,145.41304347826087,10.29051079764122,196,138,10,1.9717385215028587,1.1341885519629251,4.801102908135689,-5.1651818951427995,1971.7385215028578,303.2174189272118,2333.60866505575,1433.7715939072382,0.026682189,0.571441,1.0,-1.0,1000.0,0.0,1000,1000,285.53134203277926,106,110000,110,274.95978388679214,21.63008363591507,15.93542018881999,312.5252877115272,3370.39407910686,10
0.11614418,0.9902344,0.014423345,4.0,-4.290225,2.982149,-0.46231192,-10.000046,2.0,140.28752,135.76904,729.251,-744.45764,396.51294,-201.59804,-1688.1254,-745.2921,396.3669,-212.79204,-1688.6824,0.0,0.0,0.0,0.0,15.411118,4.8874745,28.114597,6.6508975,0.015507926,2.5357985,7.4906793,-14.931025,-3.8033798,0.98797643,-0.75880766,-6.3073087,2.475714879022788,0.737344641072102,5.654225718447315,0.9818125626170277,946.797450620998,257.9296678768656,1633.5340346761432,259.1708642452945,0.059767347,0.5155813,1.0,-1.0,382.4339622641509,125.92128560064552,748,130,10,2.084719907397839,1.1307133586761093,6.792471166356234,-3.477440082106209,2084.7199073978386,462.4813231006221,2690.099279114658,1212.7306961313298,0.04812781,0.5427247,1.0,-1.0,1000.0,0.0,1000,1000,946.797450620998,116,120000,120,277.848970543826,21.526209108065814,15.620904366020113,314.9960840179119,3686.510451158043,11
0.13250424,0.99609375,0.0068275477,4.0,-3.692756,2.9790697,-0.47812766,-10.000046,2.0,65.04618,72.319336,604.1059,-617.603,365.41003,-200.28363,-1446.5532,-617.46857,365.74832,-190.51375,-1440.6051,0.0,0.0,0.0,0.0,14.705713,4.596466,29.922787,7.6861343,-0.08172674,2.57647,7.132864,-17.983992,-4.077397,0.7871614,0.28524196,-5.600246,2.562098109622874,0.5522924300301779,5.2768468621087825,1.0062392094174624,1396.6204533238854,939.8933669180691,2663.7410240744384,590.5687544861254,0.07884732,0.48949596,1.0,-1.0,545.1081081081081,351.278497644293,1000,250,10,1.9815690594417705,1.3196858266259064,5.796811402294153,-3.748117649511117,1981.5690594417695,418.13653970661295,2565.1812974273435,1170.0051902779526,0.102557935,0.608823,1.0,-1.0,1000.0,0.0,1000,1000,1396.6204533238854,126,130000,130,283.60675036744215,22.64527877396904,15.673069754848257,321.92509889625944,4008.7811369774863,12
0.14891687,0.9902344,0.0074961903,4.0,-2.9003286,2.4298575,-0.57812583,-10.000046,2.0,58.388786,59.50078,585.83203,-590.6844,375.4067,-182.06409,-1541.5327,-589.2728,376.01324,-178.58833,-1544.5945,0.0,0.0,0.0,0.0,15.10397,5.9947324,44.992043,6.91057,0.08900113,2.6715882,9.053585,-19.237476,-4.078934,0.9506802,0.7579284,-6.132967,2.9865350405220434,0.5213539233320379,4.114907485715322,0.9979921864351328,2941.4525830055927,214.7965415790463,3054.4368503949518,1990.526488142485,0.07260975,0.5166087,1.0,-1.0,984.9047619047619,67.50795703499365,1000,683,10,2.463187717615306,1.047730528380595,6.018172605917457,-3.1385524038078914,2463.1877176153057,399.279435364891,2799.74970188913,1400.1159286551729,0.06399385,0.54137146,1.0,-1.0,1000.0,0.0,1000,1000,2941.4525830055927,136,140000,140,284.83327462454326,22.998603192856535,15.850891881622374,323.6827696990222,4333.316469468409,13
0.16125551,0.9921875,0.00729657,4.0,-2.3746748,1.8497298,-0.46421093,-9.315729,2.0,43.008595,37.9758,555.33356,-554.6033,386.8603,-202.06743,-1493.9524,-554.0343,386.87375,-193.64058,-1494.6702,0.0,0.0,0.0,0.0,15.109613,4.692034,31.306463,5.457736,-0.077967234,2.7146409,13.715543,-23.108007,-4.0178957,1.0373946,0.7559283,-6.4844227,2.77217400863609,0.43995491521869895,4.1430969139452305,0.9637153012443758,2694.0251032497777,378.7065143373311,2864.460818997047,1022.0127584628633,0.066396564,0.47355714,0.99994516,-1.0,971.8095238095239,126.07164215998814,1000,408,10,2.7250418403030157,0.5384029558660841,5.921868648904225,0.9337317088130158,2725.0418403030153,213.976506148908,3033.31078545333,2455.116698670811,0.052663796,0.47556007,1.0,-1.0,1000.0,0.0,1000,1000,2694.0251032497777,146,150000,150,270.98348193778656,23.820417476817966,15.038323001470417,309.84222241607495,4641.058241528925,14
0.19888824,0.99609375,0.003778477,4.0,-1.9186819,1.2916577,-0.7590785,-9.080215,2.0,24.451527,25.923649,334.3357,-337.4671,150.96924,-253.90129,-1357.2721,-338.9199,150.5233,-259.60358,-1355.8849,0.0,0.0,0.0,0.0,12.870918,3.7139988,31.722267,4.4380608,0.029079953,1.5030094,4.778628,-11.610315,-4.169127,0.66444165,0.64257,-6.991193,2.969600203725124,0.5730231354931211,5.308269177821589,0.9601800488768083,2165.6870057166802,737.6118918731817,3037.187993891666,726.5624139708389,0.03188423,0.4716867,0.99999875,-1.0,729.2857142857143,250.147935821822,1000,271,10,2.810134486437174,0.674465836021477,5.603997671729663,-1.2746012930007093,2810.1344864371727,263.93502211388403,3055.674627089937,2116.642456534062,0.071230024,0.5079977,0.9999997,-1.0,1000.0,0.0,1000,1000,2165.6870057166802,156,160000,160,279.9243452511728,21.747432744130492,16.326389107853174,317.99816710315645,4959.505679639289,15
0.21588081,0.9941406,0.0033970536,4.0,-2.912846,2.5940964,-0.7132373,-10.000046,2.0,18.572859,97.05286,382.988,-384.00623,327.3676,-258.36636,-2092.3025,-381.25928,323.48105,-260.60385,-2099.519,0.0,0.0,0.0,0.0,12.912394,3.7258134,27.561203,7.063232,0.008583546,1.5799108,5.198525,-10.809536,-4.115679,0.67193747,-0.43151653,-7.1264024,2.5101251013926977,0.5744042318924723,4.119647653951501,0.9307594367688268,670.6050220880733,788.4675363832066,2931.5427492653803,339.0302326669865,0.01868202,0.43075168,0.9999875,-1.0,267.16,270.68978751823397,1000,153,10,2.18238011523394,0.9865981060451967,4.758082879191555,-3.05881744405255,2182.38011523394,430.6236238791634,2800.592646623075,1305.7755342535293,-0.06415314,0.5237425,1.0,-1.0,1000.0,0.0,1000,1000,670.6050220880733,166,170000,170,277.70636160182767,22.19578054291196,16.531977025792003,316.43411917053163,5275.380473591853,16
0.19322556,0.99609375,0.003568719,4.0,-4.457364,3.3601534,-0.38720164,-10.000046,2.0,49.259182,42.316463,444.56436,-437.9707,336.4025,-226.87665,-1702.6324,-439.53052,337.02234,-229.61176,-1705.435,0.0,0.0,0.0,0.0,13.649977,4.7537,35.34629,3.9383726,0.057115436,2.0916607,9.428427,-14.752664,-3.925683,0.84132445,0.2810471,-7.796132,3.0580154689940544,0.8459024346571796,6.33939926631628,0.8977316720503344,1993.252707883687,399.57914751389,2924.8638306259027,1460.4525982259156,0.11195142,0.51985735,1.0,-1.0,651.8125,130.17786810264639,1000,516,10,2.2207228431074486,1.3127211069214368,6.548278596138099,-3.2676258523169297,2220.722843107448,452.8846189588734,3081.881232911805,1569.25401283338,0.014883702,0.52573115,1.0,-1.0,1000.0,0.0,1000,1000,1993.252707883687,176,180000,180,284.6094992158469,21.643726516980678,16.23870451026596,322.4919302430935,5598.652316162828,17
0.1773473,0.98046875,0.016343199,4.0,-4.5159636,3.507451,-0.28739074,-10.000046,2.0,63.6158,52.431892,551.2855,-551.4834,377.9112,-182.28413,-1791.6259,-552.25256,379.11487,-186.50887,-1789.5245,0.0,0.0,0.0,0.0,14.050686,4.3533897,31.684994,6.684774,-0.12460133,2.354795,7.6484528,-20.799017,-3.8752573,0.8117645,1.1520839,-5.9764433,2.8288986789718296,0.7485124979058178,5.633888555605493,0.8359249352863761,1978.3756589044026,479.3985678218064,2958.86436019521,1220.7460782719475,0.042956624,0.48088756,0.99999857,-1.0,699.3448275862069,173.8743652383503,1000,472,10,2.3351011672482564,1.1973922038397884,6.3080174442221,-3.5576811126790724,2335.101167248258,416.0587145422803,3016.4592556607736,1670.6878106291751,0.012262201,0.49925604,0.99999994,-1.0,1000.0,0.0,1000,1000,1978.3756589044026,186,190000,190,283.5252031709533,22.427545907907188,17.229437716538087,323.1821867953986,5922.404225305188,18
0.1798382,0.9765625,0.014491318,4.0,-3.6678464,3.1400356,-0.3726732,-10.000046,2.0,30.068563,29.024168,601.4863,-601.4419,449.73535,-179.51744,-1892.5471,-602.0213,448.5804,-174.04749,-1877.9171,0.0,0.0,0.0,0.0,13.86772,4.552513,37.153168,5.9958153,-0.20426424,2.5533557,5.1450343,-24.313244,-3.8961594,0.77655345,1.2020912,-5.9612055,2.960225412928639,0.6553043936827588,5.516501732527653,0.8247684287851963,1841.9778372447477,675.277066558647,3144.982502021709,855.3155614268426,0.03521821,0.46213806,0.999993,-1.0,622.2424242424242,222.85122504310797,1000,314,10,2.1869316250219937,1.2833042658253275,5.249949163693207,-3.6249424043870118,2186.931625021995,508.147156907371,2922.9747047116452,1202.2284647957342,0.061987754,0.5541567,1.0,-1.0,1000.0,0.0,1000,1000,1841.9778372447477,196,200000,200,283.11418185196817,23.00303948391229,16.784035068005323,322.9012564038858,6246.159570762888,19
0.2066766,0.9746094,0.0033340072,4.0,-3.2172406,2.8088622,-0.37200537,-10.000046,2.0,32.94435,35.328106,546.48376,-545.37115,400.79437,-159.23141,-1439.5853,-548.2804,402.2564,-161.76988,-1453.0549,0.0,0.0,0.0,0.0,14.418561,6.0911946,37.70077,5.6056848,0.20233738,2.4029195,15.486503,-11.370562,-3.8821514,0.9773422,0.38056302,-7.209198,2.2093817259696613,0.537929360620105,4.91399570519672,0.7478443232345198,340.3637525076491,421.50702137097517,2706.944450592975,250.61356009432652,0.018880475,0.39703262,1.0,-1.0,154.05384615384617,151.21702750776456,1000,122,10,2.605649597025804,1.1467796235863454,7.27611096223923,-4.031790921970032,2605.6495970258056,225.6831731419282,3119.6710296090573,2263.9262287954625,0.016691286,0.5005602,1.0,-1.0,1000.0,0.0,1000,1000,340.3637525076491,206,210000,210,284.18493197415955,23.855125915957615,16.987071908079088,325.02712979819626,6569.44716629223,20
0.23585373,0.96875,0.0037345383,4.0,-2.5929444,2.2425628,-0.39605004,-9.194357,2.0,42.686295,44.727203,466.07684,-471.09058,362.39648,-170.84834,-1411.1158,-472.2553,363.51712,-167.37814,-1410.1007,0.0,0.0,0.0,0.0,13.944977,5.0060835,34.467293,5.1986012,-0.11001128,2.174555,10.747761,-16.661705,-3.9406116,0.81665623,0.6205509,-6.0103955,2.778495089042185,0.4588449694570973,4.021474714507233,0.8349191633609719,2778.4950890421846,24.415821625371475,2814.6566468938113,2709.6244558513167,-0.0004570118,0.44518003,0.9983848,-1.0,1000.0,0.0,1000,1000,10,2.4185641080813927,0.7184280460278016,5.5707639899376575,-3.1362668611952564,2418.564108081394,425.7465995308115,2851.916454910273,1327.5361877373075,0.038483832,0.46245244,1.0,-1.0,1000.0,0.0,1000,1000,2778.4950890421846,216,220000,220,284.9591279614251,22.109809945104644,16.177985542220995,323.24692344875075,6892.798013688298,21
0.24430144,0.9785156,0.0032416596,4.0,-2.518877,2.0375178,-0.5203178,-8.829415,2.0,14.978261,16.039738,356.69022,-357.3057,229.34273,-186.47655,-1086.3193,-357.23987,229.89728,-179.50401,-1084.0088,0.0,0.0,0.0,0.0,13.702637,4.3150334,34.393707,7.284256,-0.30839252,2.2380087,6.150864,-16.147078,-3.9962933,0.83453137,0.6170156,-5.4719315,2.672333337387795,0.575049785209678,5.817512537441114,0.8317260125015515,1642.46322798214,678.7042795115092,2977.7546661625684,605.1141452321779,0.06324712,0.4825466,1.0,-1.0,614.6176470588235,217.9390112617697,1000,277,10,2.3499599277200485,0.9613308977465609,5.788607679236248,-4.285191159560618,2349.9599277200473,366.4034920744566,2781.2357671817967,1497.8557805010014,-0.003607548,0.56475633,1.0,-1.0,1000.0,0.0,1000,1000,1642.46322798214,226,230000,230,285.31749205617234,22.21451044897549,17.355407604947686,324.8874101100955,7221.483630769886,22
